台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1207,8616,104.7%,36,27,1/137,1/239,1/319
545,-1979,4275,84.6%,10,7,1/251,1/428,1/611
546,-1020,5239,93.5%,18,12,1/175,1/291,1/437
547,-1291,2977,85.5%,6,10,1/186,1/496,1/298
548,1997,8477,107.9%,34,37,1/119,1/249,1/229
549,-390,6311,97.9%,19,26,1/140,1/332,1/243
550,-202,5370,98.7%,18,22,1/134,1/298,1/244
551,3134,7842,113.3%,37,30,1/117,1/212,1/261
552,1038,5152,106.7%,25,12,1/139,1/206,1/429
553,-2462,2996,72.6%,4,3,1/428,1/749,1/999
554,-265,7140,98.8%,27,20,1/152,1/264,1/357
555,-508,5002,96.6%,14,18,1/156,1/357,1/278
556,132,3862,101.1%,16,8,1/161,1/241,1/483
557,908,7766,103.9%,32,25,1/136,1/243,1/311
558,-1303,2555,83%,5,5,1/256,1/511,1/511
559,-248,4128,98%,15,10,1/165,1/275,1/413
560,926,6846,104.5%,29,22,1/134,1/236,1/311
561,1827,5940,110.3%,27,21,1/124,1/220,1/283
562,1688,4786,111.8%,21,21,1/114,1/228,1/228
563,1359,7061,106.4%,28,27,1/128,1/252,1/262
564,-146,3434,98.6%,12,11,1/149,1/286,1/312
565,1060,6456,105.5%,29,20,1/132,1/223,1/323
587,1609,6072,108.8%,24,27,1/119,1/253,1/225
588,1249,6288,106.6%,28,20,1/131,1/225,1/314
589,-1842,4578,86.6%,12,10,1/208,1/382,1/458
590,-772,5272,95.1%,18,14,1/165,1/293,1/377
591,-685,2850,92%,7,6,1/219,1/407,1/475
592,659,5995,103.7%,25,21,1/130,1/240,1/285
593,1173,4600,108.5%,22,9,1/148,1/209,1/511
594,-1191,3999,90.1%,10,10,1/200,1/400,1/400
595,-715,4261,94.4%,14,9,1/185,1/304,1/473
596,-654,2498,91.3%,8,5,1/192,1/312,1/500
597,100,6606,100.5%,26,17,1/154,1/254,1/389
598,-350,5062,97.7%,18,15,1/153,1/281,1/337
599,-37,5993,99.8%,22,17,1/154,1/272,1/353
600,116,8108,100.5%,29,28,1/142,1/280,1/290
601,-1061,5961,94.1%,16,25,1/145,1/373,1/238
602,-367,4301,97.2%,14,14,1/154,1/307,1/307
603,182,6557,100.9%,24,24,1/137,1/273,1/273
604,-1362,4739,90.4%,12,15,1/176,1/395,1/316
605,-922,4364,93%,12,12,1/182,1/364,1/364
606,-1019,5902,94.2%,18,19,1/160,1/328,1/311
671,-246,6110,98.7%,24,10,1/180,1/255,1/611
672,537,6232,102.9%,26,17,1/145,1/240,1/367
673,-1564,3682,85.8%,8,12,1/184,1/460,1/307
674,-1034,6063,94.3%,20,17,1/164,1/303,1/357
675,-1610,2419,77.8%,4,2,1/403,1/605,1/1210
676,249,6223,101.3%,24,18,1/148,1/259,1/346
677,2174,4661,115.5%,23,23,1/101,1/203,1/203
678,1379,7040,106.5%,29,26,1/128,1/243,1/271
679,603,5696,103.5%,27,10,1/154,1/211,1/570
680,-497,4261,96.1%,13,17,1/142,1/328,1/251
681,0,3674,100%,13,13,1/141,1/283,1/283
682,1010,8948,103.8%,40,21,1/147,1/224,1/426
683,-1796,6032,90.1%,17,13,1/201,1/355,1/464
689,562,4752,103.9%,21,12,1/144,1/226,1/396
690,1386,8619,105.4%,33,33,1/131,1/261,1/261
691,-170,1858,97%,7,2,1/206,1/265,1/929
692,-99,7298,99.5%,29,20,1/149,1/252,1/365
693,-537,1482,87.9%,4,2,1/247,1/371,1/741
694,866,5765,105%,24,16,1/144,1/240,1/360
695,-755,5122,95.1%,13,22,1/146,1/394,1/233
696,3674,8303,114.7%,38,41,1/105,1/219,1/203
697,-391,1553,91.6%,6,2,1/194,1/259,1/777
698,-1110,4069,90.9%,10,12,1/185,1/407,1/339
699,-904,3627,91.7%,11,8,1/191,1/330,1/453
700,-627,4205,95%,16,9,1/168,1/263,1/467
701,-249,5583,98.5%,21,15,1/155,1/266,1/372
