台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1316,6879,93.6%,23,10,1/208,1/299,1/688
545,-186,153,59.5%,0,0,-,-,-
546,3060,6623,115.4%,32,29,1/109,1/207,1/228
547,-384,4648,97.2%,15,20,1/133,1/310,1/232
548,-498,746,77.7%,1,1,1/373,1/746,1/746
549,-166,1939,97.1%,7,4,1/176,1/277,1/485
550,90,4486,100.7%,18,14,1/140,1/249,1/320
551,583,3019,106.4%,14,7,1/144,1/216,1/431
552,-702,1837,87.3%,4,7,1/167,1/459,1/262
553,-145,1333,96.4%,5,1,1/222,1/267,1/1333
554,-558,496,62.5%,0,0,-,-,-
555,3683,8397,114.6%,39,38,1/109,1/215,1/221
556,-433,326,55.7%,0,1,1/326,-,1/326
557,-300,3259,96.9%,11,11,1/148,1/296,1/296
558,826,4779,105.8%,21,14,1/137,1/228,1/341
559,-65,684,96.8%,3,0,1/228,1/228,-
560,1086,7501,104.8%,30,27,1/132,1/250,1/278
561,-450,842,82.2%,2,1,1/281,1/421,1/842
562,-760,3144,91.9%,9,9,1/175,1/349,1/349
563,586,4814,104.1%,20,13,1/146,1/241,1/370
564,-128,815,94.8%,3,1,1/204,1/272,1/815
565,883,2446,112.0%,15,2,1/144,1/163,1/1223
587,1210,5469,107.4%,23,21,1/124,1/238,1/260
588,661,5388,104.1%,23,15,1/142,1/234,1/359
589,-558,1641,88.7%,3,6,1/182,1/547,1/274
590,-1739,4155,86.0%,11,6,1/244,1/378,1/693
591,-304,514,80.3%,1,1,1/257,1/514,1/514
592,875,3761,107.8%,18,9,1/139,1/209,1/418
593,-787,1073,75.6%,2,0,1/537,1/537,-
594,630,2153,109.8%,10,7,1/127,1/215,1/308
595,902,6679,104.5%,29,16,1/148,1/230,1/417
596,139,330,114.0%,2,1,1/110,1/165,1/330
597,690,4112,105.6%,17,15,1/129,1/242,1/274
598,-677,822,72.5%,1,0,1/822,1/822,-
599,-773,649,60.3%,0,1,1/649,-,1/649
600,237,4542,101.7%,19,15,1/134,1/239,1/303
601,158,1898,102.8%,7,8,1/127,1/271,1/237
602,-580,4600,95.8%,16,11,1/170,1/288,1/418
603,-23,2598,99.7%,8,12,1/130,1/325,1/217
604,1828,7984,107.6%,30,42,1/111,1/266,1/190
605,-19,3830,99.8%,11,17,1/137,1/348,1/225
606,18,2670,100.2%,12,5,1/157,1/223,1/534
671,-920,3737,91.8%,11,13,1/156,1/340,1/287
672,-132,2887,98.5%,11,6,1/170,1/262,1/481
673,-150,288,82.6%,1,0,1/288,1/288,-
674,1380,5705,108.1%,28,15,1/133,1/204,1/380
675,-96,875,96.3%,4,1,1/175,1/219,1/875
676,-150,4325,98.8%,17,9,1/166,1/254,1/481
677,-728,1709,85.8%,3,5,1/214,1/570,1/342
678,-205,485,85.9%,1,1,1/243,1/485,1/485
679,654,5928,103.7%,18,36,1/110,1/329,1/165
680,56,749,102.5%,2,4,1/125,1/375,1/187
681,287,5677,101.7%,23,15,1/149,1/247,1/378
682,-445,738,79.9%,1,2,1/246,1/738,1/369
683,-99,3904,99.2%,15,7,1/177,1/260,1/558
689,-551,1604,88.5%,5,2,1/229,1/321,1/802
690,-87,3683,99.2%,14,12,1/142,1/263,1/307
691,-585,640,69.5%,1,0,1/640,1/640,-
692,-799,3331,92.0%,10,9,1/175,1/333,1/370
693,-782,1603,83.7%,2,6,1/200,1/802,1/267
694,-539,2079,91.4%,5,6,1/189,1/416,1/347
695,-755,1818,86.2%,4,6,1/182,1/455,1/303
696,-502,982,83.0%,2,0,1/491,1/491,-
697,-957,1423,77.6%,3,2,1/285,1/474,1/712
698,1154,3733,110.3%,20,6,1/144,1/187,1/622
699,-395,1532,91.4%,3,6,1/170,1/511,1/255
700,-656,1552,85.9%,5,2,1/222,1/310,1/776
701,-114,3745,99.0%,13,12,1/150,1/288,1/312
平均,7,2923,100.1%,11,9,1/149,1/270,1/331
