台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-2,7211,100%,28,16,1/164,1/258,1/451
545,-761,1443,82.4%,3,2,1/289,1/481,1/722
546,-1578,3537,85.1%,7,9,1/221,1/505,1/393
547,-606,2217,90.9%,8,1,1/246,1/277,1/2217
548,-628,2403,91.3%,6,6,1/200,1/401,1/401
549,-398,5734,97.7%,20,17,1/155,1/287,1/337
550,1802,6726,108.9%,33,17,1/135,1/204,1/396
551,-654,3207,93.2%,11,5,1/200,1/292,1/641
552,-987,3557,90.8%,12,6,1/198,1/296,1/593
553,-559,3615,94.8%,10,12,1/164,1/362,1/301
554,-617,1260,83.7%,3,3,1/210,1/420,1/420
555,849,5267,105.4%,18,25,1/122,1/293,1/211
556,1290,8310,105.2%,32,35,1/124,1/260,1/237
557,-752,574,56.3%,0,0,-,-,-
558,97,2097,101.5%,9,3,1/175,1/233,1/699
559,691,6941,103.3%,23,32,1/126,1/302,1/217
560,1382,6303,107.3%,27,27,1/117,1/233,1/233
561,1422,4451,110.6%,19,22,1/109,1/234,1/202
562,-76,1682,98.5%,7,2,1/187,1/240,1/841
563,-780,4871,94.7%,15,16,1/157,1/325,1/304
564,-727,737,67.1%,0,1,1/737,-,1/737
565,1363,7313,106.2%,32,23,1/133,1/229,1/318
587,-998,5392,93.8%,18,9,1/200,1/300,1/599
588,163,3103,101.8%,15,3,1/172,1/207,1/1034
589,1347,8439,105.3%,38,17,1/153,1/222,1/496
590,-704,950,75.3%,1,2,1/317,1/950,1/475
591,-497,1705,90.3%,6,1,1/244,1/284,1/1705
592,-262,5668,98.5%,23,11,1/167,1/246,1/515
593,168,5196,101.1%,20,17,1/140,1/260,1/306
594,-688,580,60.5%,0,1,1/580,-,1/580
595,1822,6623,109.2%,29,29,1/114,1/228,1/228
596,850,8860,103.2%,32,38,1/127,1/277,1/233
597,-231,5097,98.5%,19,16,1/146,1/268,1/319
598,-303,6006,98.3%,22,18,1/150,1/273,1/334
599,-416,3070,95.5%,10,8,1/171,1/307,1/384
600,-628,4053,94.8%,14,7,1/193,1/290,1/579
601,391,3893,103.3%,18,10,1/139,1/216,1/389
602,-620,2831,92.7%,7,9,1/177,1/404,1/315
603,-327,983,88.9%,3,2,1/197,1/328,1/492
604,2287,7633,110.0%,34,30,1/119,1/225,1/254
605,467,2829,105.5%,11,11,1/129,1/257,1/257
606,1120,8298,104.5%,35,25,1/138,1/237,1/332
671,-500,3958,95.8%,14,6,1/198,1/283,1/660
672,827,6430,104.3%,28,18,1/140,1/230,1/357
673,-760,1729,85.3%,3,5,1/216,1/576,1/346
674,-347,4232,97.3%,13,12,1/169,1/326,1/353
675,770,5492,104.7%,24,13,1/148,1/229,1/422
676,-349,966,88.0%,3,1,1/242,1/322,1/966
677,-1508,1688,70.2%,2,2,1/844,1/422,1/844
678,-715,4891,95.1%,18,8,1/188,1/272,1/611
679,179,4166,101.4%,15,14,1/144,1/278,1/298
680,-184,4453,98.6%,15,13,1/343,1/301,1/343
681,1183,7445,105.3%,28,29,1/131,1/266,1/257
682,-644,1511,85.8%,3,4,1/504,1/216,1/504
683,-1145,6470,94.1%,19,19,1/341,1/170,1/341
689,478,4658,103.4%,21,9,1/155,1/222,1/518
690,586,8395,102.3%,34,22,1/247,1/150,1/247
691,2664,7267,112.2%,37,22,1/123,1/196,1/330
692,-574,939,79.6%,1,2,1/470,1/313,1/470
693,1223,4263,109.6%,22,6,1/711,1/231,1/711
694,-1579,3876,86.4%,10,7,1/228,1/388,1/554
695,218,1469,104.9%,7,2,1/735,1/163,1/735
696,2356,8078,109.7%,40,26,1/202,1/122,1/202
697,43,1965,100.7%,7,6,1/328,1/151,1/328
698,802,7552,103.5%,30,26,1/290,1/135,1/290
699,-281,2449,96.2%,9,7,1/350,1/153,1/350
700,-502,1693,90.1%,6,2,1/847,1/212,1/847
701,1791,5670,110.5%,31,8,1/145,1/183,1/709
平均,99,4300,100.8%,16,12,1/150,1/262,1/351
