台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-333,6942,98.4,28,14,1/165,1/248,1/496
545,-70,3199,99.3,11,9,1/160,1/291,1/355
546,-551,1948,90.6,5,5,1/195,1/390,1/390
547,-139,2741,98.3,9,8,1/161,1/305,1/343
548,-245,4952,98.4,17,22,1/127,1/291,1/225
549,-772,720,64.3,0,1,1/720,-,1/720
550,698,4036,105.8,16,13,1/139,1/252,1/310
551,1695,5513,110.2,27,18,1/123,1/204,1/306
552,-622,2490,91.7,6,9,1/166,1/415,1/277
553,311,8356,101.2,32,26,1/144,1/261,1/321
554,-666,1841,87.9,7,1,1/230,1/263,1/1841
555,1608,4473,112.0,24,10,1/132,1/186,1/447
556,-1230,2140,80.8,4,5,1/238,1/535,1/428
557,-751,2689,90.7,9,4,1/207,1/299,1/672
558,2081,4561,115.2,27,13,1/114,1/169,1/351
559,-339,2108,94.6,8,6,1/151,1/264,1/351
560,-505,324,48.0,0,0,-,-,-
561,2778,8174,111.3,40,27,1/122,1/204,1/303
562,633,1695,112.4,9,4,1/130,1/188,1/424
563,528,2406,107.3,9,11,1/120,1/267,1/219
564,1332,5068,108.8,23,16,1/130,1/220,1/317
565,1347,5991,107.5,27,19,1/130,1/222,1/315
587,-785,1318,80.1,3,1,1/330,1/439,1/1318
588,-516,6088,97.2,23,15,1/160,1/265,1/406
589,48,1898,100.8,8,4,1/158,1/237,1/475
590,-58,2125,99.1,8,6,1/152,1/266,1/354
591,-498,6679,97.5,20,29,1/136,1/334,1/230
592,-132,970,95.5,3,2,1/194,1/323,1/485
593,217,2371,103.1,11,7,1/132,1/216,1/339
594,1579,5928,108.9,25,23,1/124,1/237,1/258
595,700,3206,107.3,14,11,1/128,1/229,1/291
596,-1123,1274,70.6,1,2,1/425,1/1274,1/637
597,-407,770,82.4,1,2,1/257,1/770,1/385
598,1755,7739,107.6,33,29,1/125,1/235,1/267
599,665,2749,108.1,11,10,1/131,1/250,1/275
600,-313,999,89.6,3,0,1/333,1/333,-
601,-6,1458,99.9,6,2,1/182,1/243,1/729
602,-661,1015,78.3,2,0,1/508,1/508,-
603,-359,1673,92.8,6,2,1/209,1/279,1/837
604,142,2872,101.6,13,5,1/160,1/221,1/574
605,-537,2367,92.4,9,3,1/197,1/263,1/789
606,-1107,2251,83.6,6,3,1/250,1/375,1/750
671,584,3870,105.0,17,9,1/149,1/228,1/430
672,99,1889,101.7,8,7,1/126,1/236,1/270
673,-280,699,86.6,2,0,1/350,1/350,-
674,-42,3438,99.6,12,10,1/156,1/287,1/344
675,-276,487,81.1,1,1,1/244,1/487,1/487
676,2313,6353,112.1,31,21,1/122,1/205,1/303
677,949,3524,109.0,17,10,1/131,1/207,1/352
678,-292,387,74.8,1,0,1/387,1/387,-
679,347,3774,103.1,17,7,1/157,1/222,1/539
680,-65,1653,98.7,6,3,1/184,1/276,1/551
681,-38,1625,99.2,7,1,1/203,1/232,1/1625
682,-313,1231,91.5,4,2,1/205,1/308,1/616
683,-936,4891,93.6,16,11,1/181,1/306,1/445
689,-641,2638,91.9,8,6,1/188,1/330,1/440
690,-384,3274,96.1,12,7,1/172,1/273,1/468
691,-762,827,69.3,1,1,1/414,1/827,1/827
692,-1349,2738,83.6,5,8,1/211,1/548,1/342
693,-371,2059,94.0,7,5,1/172,1/294,1/412
694,-178,925,93.6,3,1,1/231,1/308,1/925
695,60,1365,101.5,5,4,1/152,1/273,1/341
696,3447,8782,113.1,42,37,1/111,1/209,1/237
697,-261,343,74.6,1,0,1/343,1/343,-
698,-220,2063,96.4,7,4,1/188,1/295,1/516
699,68,4073,100.6,15,12,1/151,1/272,1/339
700,162,1838,102.9,8,4,1/153,1/230,1/460
701,-1174,4765,91.8,14,11,1/191,1/340,1/433
平均,86,3053,100.9,12,9,1/149,1/256,1/359
