台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,2213,7548,109.8%,32,35,1/113,1/236,1/216
545,1010,8065,104.2%,31,28,1/137,1/260,1/288
546,-369,3915,96.9%,13,12,1/157,1/301,1/326
547,-190,963,93.4%,3,1,1/241,1/321,1/963
548,1342,6581,106.8%,29,17,1/143,1/227,1/387
549,-403,4137,96.8%,15,10,1/165,1/276,1/414
550,-803,2776,90.4%,7,7,1/198,1/397,1/397
551,-810,5330,94.9%,17,13,1/178,1/314,1/410
552,-251,1749,95.2%,5,6,1/159,1/350,1/292
553,22,5934,100.1%,22,13,1/170,1/270,1/456
554,-317,1152,90.8%,4,1,1/230,1/288,1/1152
555,-524,5590,96.9%,17,18,1/160,1/329,1/311
556,-8,1191,99.8%,5,1,1/199,1/238,1/1191
557,255,6055,101.4%,24,14,1/159,1/252,1/433
558,-463,1845,91.6%,6,3,1/205,1/308,1/615
559,1303,5338,108.1%,26,14,1/133,1/205,1/381
560,116,5226,100.7%,20,16,1/145,1/261,1/327
561,975,5902,105.5%,25,18,1/137,1/236,1/328
562,-70,4992,99.5%,18,13,1/161,1/277,1/384
563,-677,1519,85.1%,3,3,1/253,1/506,1/506
564,-54,2649,99.3%,11,5,1/166,1/241,1/530
565,-185,7641,99.2%,29,18,1/163,1/263,1/425
587,1840,7521,108.2%,33,30,1/119,1/228,1/251
588,3333,6505,117.1%,33,29,1/105,1/197,1/224
589,1010,6751,105%,26,28,1/125,1/260,1/241
590,-833,1277,78.3%,1,4,1/255,1/1277,1/319
591,336,8686,101.3%,31,34,1/134,1/280,1/255
592,2686,6565,113.6%,36,18,1/122,1/182,1/365
593,-580,1148,83.2%,2,1,1/383,1/574,1/1148
594,2596,6270,113.8%,30,28,1/108,1/209,1/224
595,-512,623,72.6%,1,0,1/623,1/623,-
596,373,5162,102.4%,19,23,1/123,1/272,1/224
597,-512,1482,88.5%,3,4,1/212,1/494,1/371
598,255,5339,101.6%,19,18,1/144,1/281,1/297
599,-290,2423,96%,10,4,1/173,1/242,1/606
600,-614,3396,94%,11,6,1/200,1/309,1/566
601,-425,2116,93.3%,6,6,1/176,1/353,1/353
602,795,5014,105.3%,18,26,1/114,1/279,1/193
603,-803,2003,86.6%,6,1,1/286,1/334,1/2003
604,990,7116,104.6%,30,20,1/142,1/237,1/356
605,867,4220,106.8%,18,17,1/121,1/234,1/248
606,-2697,4709,80.9%,10,6,1/294,1/471,1/785
671,-698,882,73.6%,1,1,1/441,1/882,1/882
672,578,8414,102.3%,25,44,1/122,1/337,1/191
673,1313,3304,113.2%,18,9,1/122,1/184,1/367
674,-576,5252,96.3%,20,10,1/175,1/263,1/525
675,-268,2024,95.6%,7,4,1/184,1/289,1/506
676,90,4121,100.7%,16,12,1/147,1/258,1/343
677,733,4835,105.1%,21,12,1/147,1/230,1/403
678,267,5673,101.6%,19,26,1/126,1/299,1/218
679,1679,6840,108.2%,29,29,1/118,1/236,1/236
680,-783,4121,93.7%,13,10,1/179,1/317,1/412
681,-1022,5884,94.2%,20,13,1/178,1/294,1/453
682,-1727,2214,74%,2,4,1/369,1/1107,1/554
683,-1480,4295,88.5%,12,8,1/215,1/358,1/537
689,683,7675,103%,33,21,1/142,1/233,1/365
690,-242,3161,97.4%,9,11,1/158,1/351,1/287
691,-1155,4856,92.1%,13,15,1/173,1/374,1/324
692,-121,3523,98.9%,13,9,1/160,1/271,1/391
693,692,5171,104.5%,23,12,1/148,1/225,1/431
694,-646,1854,88.4%,5,4,1/206,1/371,1/464
695,-79,4762,99.4%,17,12,1/164,1/280,1/397
696,-633,1901,88.9%,4,6,1/190,1/475,1/317
697,1786,8166,107.3%,35,34,1/118,1/233,1/240
698,-1317,5119,91.4%,8,26,1/151,1/640,1/197
699,429,8652,101.7%,30,32,1/140,1/288,1/270
700,843,3280,108.6%,13,14,1/121,1/252,1/234
701,-793,2486,89.4%,8,5,1/191,1/311,1/497
平均,110,4454,100.8%,16,14,1/146,1/271,1/318
