台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-465,2136,92.7,7,3,1/214,1/305,1/712
545,-917,6358,95.2,22,14,1/177,1/289,1/454
546,-396,2213,94.0,6,9,1/148,1/369,1/246
547,-273,4608,98.0,13,19,1/144,1/354,1/243
548,-361,483,75.1,1,0,1/483,1/483,-
549,-710,1428,83.4,3,2,1/286,1/476,1/714
550,-639,4016,94.7,11,17,1/143,1/365,1/236
551,-1016,2516,86.5,5,9,1/180,1/503,1/280
552,-658,2032,89.2,5,5,1/203,1/406,1/406
553,126,3202,101.3,12,10,1/146,1/267,1/320
554,181,2240,102.7,8,5,1/172,1/280,1/448
555,77,3648,100.7,15,7,1/166,1/243,1/521
556,-65,2625,99.2,10,7,1/154,1/263,1/375
557,-312,850,87.8,2,1,1/283,1/425,1/850
558,296,1877,105.3,8,4,1/156,1/235,1/469
559,1031,6677,105.1,30,19,1/136,1/223,1/351
560,-28,1609,99.4,5,5,1/161,1/322,1/322
561,-226,1654,95.4,6,3,1/184,1/276,1/551
562,0,2269,100.0,8,8,1/142,1/284,1/284
563,-190,5188,98.8,16,24,1/130,1/324,1/216
564,-514,706,75.7,1,1,1/353,1/706,1/706
565,-18,2736,99.8,10,8,1/152,1/274,1/342
587,-402,811,83.5,3,0,1/270,1/270,-
588,-366,3623,96.6,13,7,1/181,1/279,1/518
589,-205,1450,95.3,5,2,1/207,1/290,1/725
590,1169,3354,111.6,15,11,1/129,1/224,1/305
591,-610,2269,91.0,5,8,1/175,1/454,1/284
592,-573,692,72.4,1,0,1/692,1/692,-
593,-888,1874,84.2,4,7,1/170,1/469,1/268
594,832,5930,104.7,26,17,1/138,1/228,1/349
595,-338,449,74.9,0,2,1/225,-,1/225
596,679,4756,104.8,21,10,1/153,1/226,1/476
597,-527,451,61.0,0,0,-,-,-
598,3354,5363,120.8,29,30,1/91,1/185,1/179
599,-464,551,71.9,0,2,1/276,-,1/276
600,-139,4365,98.9,18,8,1/168,1/243,1/546
601,281,1655,105.7,9,2,1/150,1/184,1/828
602,-298,705,85.9,2,0,1/353,1/353,-
603,-1000,1746,80.9,3,4,1/249,1/582,1/437
604,-434,1373,89.5,4,2,1/229,1/343,1/687
605,62,1145,101.8,5,2,1/164,1/229,1/573
606,-756,3967,93.6,13,10,1/172,1/305,1/397
671,-74,3672,99.3,15,7,1/167,1/245,1/525
672,-496,2331,92.9,6,4,1/233,1/389,1/583
673,-336,644,82.6,1,2,1/215,1/644,1/322
674,161,4383,101.2,19,8,1/162,1/231,1/548
675,1080,4968,107.2,20,19,1/127,1/248,1/261
676,-504,552,69.6,0,1,1/552,-,1/552
677,-367,2531,95.2,7,9,1/158,1/362,1/281
678,478,5336,103.0,23,13,1/148,1/232,1/410
679,869,3867,107.5,20,6,1/149,1/193,1/645
680,-158,1144,95.4,5,1,1/191,1/229,1/1144
681,-73,1107,97.8,5,1,1/185,1/221,1/1107
682,125,2317,101.8,10,4,1/166,1/232,1/579
683,335,4072,102.7,16,10,1/157,1/255,1/407
689,-277,3102,97.0,12,6,1/172,1/259,1/517
690,133,4065,101.1,15,12,1/151,1/271,1/339
691,-298,1085,90.8,2,4,1/181,1/543,1/271
692,-678,4721,95.2,13,18,1/152,1/363,1/262
693,-562,453,58.6,0,0,-,-,-
694,-586,919,78.7,2,1,1/306,1/460,1/919
695,-46,4872,99.7,16,15,1/157,1/305,1/325
696,202,3180,102.1,10,14,1/133,1/318,1/227
697,-232,1690,95.4,5,6,1/154,1/338,1/282
698,405,2469,105.5,8,14,1/112,1/309,1/176
699,-681,1152,80.3,2,3,1/230,1/576,1/384
700,-662,1820,87.9,4,4,1/228,1/455,1/455
701,-626,643,67.5,1,0,1/643,1/643,-
平均,-126,2569,98.4,9,7,1/158,1/283,1/359
