台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,3712,8127,115.2%,44,31,1/108,1/185,1/262
545,-1005,3895,91.4%,11,10,1/185,1/354,1/390
546,-723,5797,95.8%,20,15,1/166,1/290,1/386
547,-620,1973,89.5%,7,2,1/219,1/282,1/987
548,-913,2121,85.7%,7,0,1/303,1/303,-
549,-128,5745,99.3%,20,17,1/155,1/287,1/338
550,244,4371,101.9%,16,15,1/141,1/273,1/291
551,33,3686,100.3%,14,9,1/160,1/263,1/410
552,89,4427,100.7%,16,15,1/143,1/277,1/295
553,620,7014,102.9%,29,17,1/152,1/242,1/413
554,-1180,4084,90.4%,12,9,1/194,1/340,1/454
555,-1990,3277,79.8%,6,6,1/273,1/546,1/546
556,-734,4851,95%,16,16,1/152,1/303,1/303
557,-630,2409,91.3%,7,5,1/201,1/344,1/482
558,-651,2376,90.9%,4,12,1/149,1/594,1/198
559,1046,7311,104.8%,35,15,1/146,1/209,1/487
560,-665,1892,88.3%,5,4,1/210,1/378,1/473
561,1048,6443,105.4%,30,16,1/140,1/215,1/403
562,492,5987,102.7%,25,9,1/176,1/239,1/665
563,-793,6017,95.6%,21,15,1/167,1/287,1/401
564,-692,3440,93.3%,12,7,1/181,1/287,1/491
565,1133,8161,104.6%,33,29,1/132,1/247,1/281
587,1503,7800,106.4%,32,35,1/116,1/244,1/223
588,236,5650,101.4%,22,14,1/157,1/257,1/404
589,-627,4239,95.1%,16,6,1/193,1/265,1/707
590,645,6121,103.5%,28,12,1/153,1/219,1/510
591,-887,2318,87.2%,4,8,1/193,1/580,1/290
592,991,7837,104.2%,31,29,1/131,1/253,1/270
593,621,4541,104.6%,20,11,1/146,1/227,1/413
594,245,5469,101.5%,22,14,1/152,1/249,1/391
595,1114,5025,107.4%,25,11,1/140,1/201,1/457
596,-514,4369,96.1%,14,14,1/156,1/312,1/312
597,-398,5015,97.4%,16,19,1/143,1/313,1/264
598,-666,3761,94.1%,13,7,1/188,1/289,1/537
599,-1870,2115,70.5%,2,3,1/423,1/1058,1/705
600,-487,6522,97.5%,22,17,1/167,1/296,1/384
601,-516,1323,87%,4,1,1/265,1/331,1/1323
602,-786,5428,95.2%,16,19,1/155,1/339,1/286
603,625,1959,110.6%,10,5,1/131,1/196,1/392
604,-263,5954,98.5%,24,9,1/180,1/248,1/662
605,-372,928,86.6%,2,2,1/232,1/464,1/464
606,1775,7738,107.6%,32,37,1/112,1/242,1/209
671,142,6013,100.8%,25,14,1/154,1/241,1/430
672,234,4512,101.7%,20,5,1/180,1/226,1/902
673,226,5266,101.4%,21,13,1/155,1/251,1/405
674,-1758,5430,89.2%,12,21,1/165,1/453,1/259
675,-2041,3226,78.9%,4,10,1/230,1/807,1/323
676,-640,3201,93.3%,9,10,1/168,1/356,1/320
677,1645,8351,106.6%,29,43,1/116,1/288,1/194
678,2679,7058,112.7%,35,22,1/124,1/202,1/321
679,-987,3569,90.8%,12,5,1/210,1/297,1/714
680,-736,1251,80.4%,3,0,1/417,1/417,-
681,1249,6273,106.6%,27,20,1/133,1/232,1/314
682,-1338,4350,89.7%,14,7,1/207,1/311,1/621
683,878,7044,104.2%,30,19,1/144,1/235,1/371
689,-241,6811,98.8%,25,16,1/166,1/272,1/426
690,-1655,6155,91%,17,18,1/176,1/362,1/342
691,-485,3438,95.3%,12,8,1/172,1/287,1/430
692,218,5516,101.3%,20,21,1/135,1/276,1/263
693,-810,3027,91.1%,10,5,1/202,1/303,1/605
694,712,6661,103.6%,28,22,1/133,1/238,1/303
695,-823,1606,82.9%,4,1,1/321,1/402,1/1606
696,174,3594,101.6%,14,9,1/156,1/257,1/399
697,-665,5970,96.3%,18,20,1/157,1/332,1/299
698,-2351,5843,86.6%,13,22,1/167,1/449,1/266
699,-1022,4786,92.9%,13,16,1/165,1/368,1/299
700,157,5059,101%,21,10,1/163,1/241,1/506
701,-1124,5687,93.4%,20,12,1/178,1/284,1/474
平均,-151,4812,99%,18,13,1/155,1/272,1/357
