台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1106,3542,89.6,11,6,1/208,1/322,1/590
545,1399,5405,108.6,24,20,1/123,1/225,1/270
546,-903,3084,90.2,9,7,1/193,1/343,1/441
547,2332,5476,114.2,30,19,1/112,1/183,1/288
548,-796,831,68.1,0,3,1/277,-,1/277
549,2005,7318,109.1,32,30,1/118,1/229,1/244
550,382,3182,104.0,13,11,1/133,1/245,1/289
551,-1015,1861,81.8,3,5,1/233,1/620,1/372
552,1293,5218,108.3,23,18,1/127,1/227,1/290
553,-947,966,67.3,1,1,1/483,1/966,1/966
554,-503,3552,95.3,12,9,1/169,1/296,1/395
555,-935,2815,88.9,8,4,1/235,1/352,1/704
556,-1174,3212,87.8,7,10,1/189,1/459,1/321
557,-688,1756,86.9,4,4,1/220,1/439,1/439
558,101,4692,100.7,18,12,1/156,1/261,1/391
559,-562,5131,96.3,16,18,1/151,1/321,1/285
560,544,1698,110.7,9,3,1/142,1/189,1/566
561,796,5440,104.9,22,19,1/133,1/247,1/286
562,-887,1556,81.0,3,2,1/311,1/519,1/778
563,402,4646,102.9,21,9,1/155,1/221,1/516
564,-1092,1829,80.1,3,4,1/261,1/610,1/457
565,-138,4316,98.9,17,9,1/166,1/254,1/480
587,2003,7396,109.0,36,23,1/125,1/205,1/322
588,-523,714,75.6,1,0,1/714,1/714,-
589,716,2249,110.6,12,6,1/125,1/187,1/375
590,960,6200,105.2,25,24,1/127,1/248,1/258
591,1817,3831,115.8,22,8,1/128,1/174,1/479
592,-395,600,78.1,1,1,1/300,1/600,1/600
593,1509,6889,107.3,25,37,1/111,1/276,1/186
594,-880,969,69.7,1,2,1/323,1/969,1/485
595,-1070,2522,85.9,7,4,1/229,1/360,1/631
596,-499,2094,92.1,8,2,1/209,1/262,1/1047
597,-679,1884,88.0,5,3,1/236,1/377,1/628
598,-204,2846,97.6,9,9,1/158,1/316,1/316
599,-12,5169,99.9,18,19,1/140,1/287,1/272
600,-552,751,75.5,1,2,1/250,1/751,1/376
601,-510,1045,83.7,2,2,1/261,1/523,1/523
602,1115,7505,105.0,37,15,1/144,1/203,1/500
603,-1127,2153,82.6,4,6,1/215,1/538,1/359
604,-734,5574,95.6,20,14,1/164,1/279,1/398
605,-374,457,72.7,0,2,1/229,-,1/229
606,362,6473,101.9,26,16,1/154,1/249,1/405
671,-456,541,71.9,1,0,1/541,1/541,-
672,-369,1654,92.6,5,3,1/207,1/331,1/551
673,-1120,4860,92.3,14,14,1/174,1/347,1/347
674,-262,2620,96.7,11,3,1/187,1/238,1/873
675,-599,865,76.9,1,3,1/216,1/865,1/288
676,4490,7477,120.0,46,22,1/110,1/163,1/340
677,-91,3453,99.1,12,11,1/150,1/288,1/314
678,-909,1235,75.5,2,2,1/309,1/618,1/618
679,-1370,2625,82.6,4,6,1/263,1/656,1/438
680,61,783,102.6,3,3,1/131,1/261,1/261
681,1522,7592,106.7,32,33,1/117,1/237,1/230
682,-522,586,70.3,0,1,1/586,-,1/586
683,-655,3306,93.4,11,6,1/194,1/301,1/551
689,-878,5065,94.2,18,10,1/181,1/281,1/507
690,-316,4226,97.5,12,18,1/141,1/352,1/235
691,-415,5138,97.3,16,17,1/156,1/321,1/302
692,49,1166,101.4,5,1,1/194,1/233,1/1166
693,568,2438,107.8,11,7,1/135,1/222,1/348
694,266,3643,102.4,17,6,1/158,1/214,1/607
695,-246,3384,97.6,13,7,1/169,1/260,1/483
696,488,5445,103.0,25,11,1/151,1/218,1/495
697,-666,1254,82.3,3,3,1/209,1/418,1/418
698,-240,4310,98.1,17,13,1/144,1/254,1/332
699,-512,4851,96.5,16,14,1/162,1/303,1/347
700,-422,1884,92.5,5,6,1/171,1/377,1/314
701,1557,6680,107.8,30,20,1/134,1/223,1/334
平均,-24,3411,99.8,13,10,1/151,1/265,1/352
