台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-184,3011,98.0,13,3,1/188,1/232,1/1004
545,17,5472,100.1,20,18,1/144,1/274,1/304
546,-1051,1007,65.2,1,1,1/504,1/1007,1/1007
547,-598,1285,84.5,3,2,1/257,1/428,1/643
548,466,4689,103.3,19,14,1/142,1/247,1/335
549,961,4275,107.5,19,13,1/134,1/225,1/329
550,-481,1598,90.0,4,5,1/178,1/400,1/320
551,-217,1565,95.4,7,2,1/174,1/224,1/783
552,-535,865,79.4,2,0,1/433,1/433,-
553,-701,763,69.4,1,2,1/254,1/763,1/382
554,-78,3610,99.3,14,8,1/164,1/258,1/451
555,3363,8470,113.2,39,34,1/116,1/217,1/249
556,-303,202,50.0,0,0,-,-,-
557,2243,8067,109.3,35,35,1/115,1/230,1/230
558,886,4498,106.6,16,22,1/118,1/281,1/204
559,521,5531,103.1,21,19,1/138,1/263,1/291
560,66,1547,101.4,7,2,1/172,1/221,1/774
561,-415,2623,94.7,9,7,1/164,1/291,1/375
562,-430,1316,89.1,4,0,1/329,1/329,-
563,-498,582,71.5,1,0,1/582,1/582,-
564,268,3757,102.4,16,9,1/150,1/235,1/417
565,-347,3488,96.7,11,13,1/145,1/317,1/268
587,-616,2784,92.6,7,8,1/186,1/398,1/348
588,1044,5647,106.2,25,18,1/131,1/226,1/314
589,-567,910,79.2,2,2,1/228,1/455,1/455
590,-873,1147,74.6,2,1,1/382,1/574,1/1147
591,-197,2248,97.1,9,2,1/204,1/250,1/1124
592,251,2173,103.9,10,6,1/136,1/217,1/362
593,777,1977,113.1,12,2,1/141,1/165,1/989
594,-386,3452,96.3,11,9,1/173,1/314,1/384
595,38,968,101.3,5,0,1/194,1/194,-
596,-828,4398,93.7,14,10,1/183,1/314,1/440
597,-192,1371,95.3,4,5,1/152,1/343,1/274
598,2101,7846,108.9,35,25,1/131,1/224,1/314
599,-461,825,81.4,1,3,1/206,1/825,1/275
600,2330,6071,112.8,32,18,1/121,1/190,1/337
601,-442,445,66.9,0,0,-,-,-
602,-596,1228,83.8,3,0,1/409,1/409,-
603,-510,4667,96.4,17,11,1/167,1/275,1/424
604,-899,1298,76.9,2,3,1/260,1/649,1/433
605,-728,2970,91.8,8,11,1/156,1/371,1/270
606,-667,7125,96.9,28,11,1/183,1/254,1/648
671,-444,678,78.2,1,1,1/339,1/678,1/678
672,-780,5392,95.2,17,17,1/159,1/317,1/317
673,-915,1340,77.2,1,4,1/268,1/1340,1/335
674,-444,1219,87.9,4,1,1/244,1/305,1/1219
675,-726,1854,86.9,4,4,1/232,1/464,1/464
676,-685,3371,93.2,10,8,1/187,1/337,1/421
677,-145,1662,97.1,5,3,1/208,1/332,1/554
678,-135,1475,96.9,5,3,1/184,1/295,1/492
679,-733,6740,96.4,21,26,1/143,1/321,1/259
680,-733,615,60.3,0,1,1/615,-,1/615
681,-5,4310,100.0,16,11,1/160,1/269,1/392
682,-1247,1496,72.2,1,2,1/499,1/1496,1/748
683,-1604,2781,80.8,5,7,1/232,1/556,1/397
689,-697,2825,91.8,9,5,1/202,1/314,1/565
690,519,3024,105.7,13,12,1/121,1/233,1/252
691,1281,4256,110.0,22,10,1/133,1/193,1/426
692,196,870,107.5,5,0,1/174,1/174,-
693,-535,3374,94.7,10,10,1/169,1/337,1/337
694,-591,668,70.5,1,0,1/668,1/668,-
695,-41,855,98.4,4,0,1/214,1/214,-
696,-218,6228,98.8,23,17,1/156,1/271,1/366
697,-559,631,70.5,0,2,1/316,-,1/316
698,-1317,2346,81.3,6,1,1/335,1/391,1/2346
699,-394,765,82.8,1,2,1/255,1/765,1/383
700,2666,6378,113.9,30,30,1/106,1/213,1/213
701,1078,7634,104.7,31,30,1/125,1/246,1/254
平均,-83,2949,99.1,11,8,1/155,1/273,1/358
