台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1474,8320,105.9%,36,28,1/130,1/231,1/297
545,1293,3064,114.1%,16,10,1/118,1/192,1/306
546,1344,6730,106.7%,28,29,1/118,1/240,1/232
547,-662,732,69.9%,0,1,1/732,-,1/732
548,-1230,1670,75.4%,2,4,1/278,1/835,1/418
549,-1262,1324,68.2%,1,3,1/331,1/1324,1/441
550,-547,1310,86.1%,3,2,1/262,1/437,1/655
551,-102,5079,99.3%,17,22,1/130,1/299,1/231
552,-397,1040,87.3%,3,2,1/208,1/347,1/520
553,-511,3511,95.1%,10,12,1/160,1/351,1/293
554,1166,4779,108.1%,22,14,1/133,1/217,1/341
555,5775,8792,121.9%,46,40,1/102,1/191,1/220
556,-508,2289,92.6%,7,6,1/176,1/327,1/382
557,-66,3674,99.4%,13,11,1/153,1/283,1/334
558,53,3267,100.5%,12,15,1/121,1/272,1/218
559,-885,841,64.9%,0,2,1/421,-,1/421
560,-181,4862,98.8%,16,21,1/131,1/304,1/232
561,-551,1364,86.5%,3,3,1/227,1/455,1/455
562,-775,2857,91.0%,8,6,1/204,1/357,1/476
563,-251,2485,96.6%,9,5,1/178,1/276,1/497
564,-179,2311,97.4%,5,12,1/136,1/462,1/193
565,30,3339,100.3%,14,5,1/176,1/239,1/668
587,-185,3249,98.1%,14,4,1/181,1/232,1/812
588,-503,929,82.0%,2,1,1/310,1/465,1/929
589,-257,2628,96.7%,10,6,1/164,1/263,1/438
590,793,4165,106.3%,17,15,1/130,1/245,1/278
591,-641,1413,84.9%,5,0,1/283,1/283,-
592,-453,2406,93.7%,7,5,1/201,1/344,1/481
593,1366,3671,112.4%,20,8,1/131,1/184,1/459
594,-787,2791,90.6%,8,4,1/233,1/349,1/698
595,1748,6584,108.8%,29,27,1/118,1/227,1/244
596,-856,1059,73.1%,1,1,1/530,1/1059,1/1059
597,-897,3463,91.4%,12,4,1/216,1/289,1/866
598,594,4726,104.2%,21,14,1/135,1/225,1/338
599,-887,1560,81.0%,5,0,1/312,1/312,-
600,18,3780,100.2%,14,8,1/172,1/270,1/473
601,-757,2121,88.1%,5,6,1/193,1/424,1/354
602,1062,3582,109.9%,18,8,1/138,1/199,1/448
603,-55,3216,99.4%,11,10,1/153,1/292,1/322
604,-720,3059,92.2%,10,8,1/170,1/306,1/382
605,568,3983,104.8%,17,15,1/124,1/234,1/266
606,-999,1587,79.0%,2,4,1/265,1/794,1/397
671,177,2853,102.1%,13,8,1/136,1/219,1/357
672,-520,1540,88.7%,4,4,1/193,1/385,1/385
673,-315,1356,92.3%,4,4,1/170,1/339,1/339
674,-1213,3057,86.8%,9,6,1/204,1/340,1/510
675,-159,1737,96.9%,6,5,1/158,1/290,1/347
676,-689,3110,92.6%,7,13,1/156,1/444,1/239
677,-568,1146,83.5%,3,1,1/287,1/382,1/1146
678,79,2114,101.2%,8,7,1/141,1/264,1/302
679,-406,364,62.8%,0,0,-,-,-
680,486,5663,102.9%,22,21,1/132,1/257,1/270
681,-431,2921,95.1%,9,8,1/172,1/325,1/365
682,-1155,2620,85.3%,5,5,1/262,1/524,1/524
683,111,2491,101.5%,11,5,1/156,1/226,1/498
689,38,4803,100.3%,17,16,1/146,1/283,1/300
690,-936,3614,91.4%,10,9,1/190,1/361,1/402
691,-702,1043,77.6%,1,2,1/348,1/1043,1/522
692,-109,762,95.2%,2,2,1/191,1/381,1/381
693,512,3251,105.2%,13,13,1/125,1/250,1/250
694,-1438,3981,88.0%,11,7,1/221,1/362,1/569
695,-786,1166,77.5%,2,2,1/292,1/583,1/583
696,-903,1197,74.9%,1,2,1/399,1/1197,1/599
697,-562,3876,95.2%,11,12,1/169,1/352,1/323
698,1079,3244,111.1%,18,3,1/154,1/180,1/1081
699,-598,507,60.7%,0,0,-,-,-
700,49,5507,100.3%,20,16,1/153,1/275,1/344
701,-207,1365,94.9%,5,3,1/171,1/273,1/455
平均,-161,2933,98.2%,10,8,1/157,1/283,1/354
