台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1796,3916,84.7%,8,12,1/196,1/490,1/326
545,-516,3147,94.5%,11,6,1/185,1/286,1/525
546,-309,3229,96.8%,10,11,1/154,1/323,1/294
547,-492,1924,91.5%,5,4,1/214,1/385,1/481
548,1790,2148,127.8%,14,8,1/98,1/153,1/269
549,-297,2784,96.4%,9,10,1/147,1/309,1/278
550,-609,843,75.9%,2,0,1/422,1/422,-
551,-50,5132,99.7%,20,13,1/156,1/257,1/395
552,-933,2281,86.4%,5,4,1/253,1/456,1/570
553,-469,491,68.2%,0,2,1/246,-,1/246
554,-113,3130,98.8%,11,9,1/157,1/285,1/348
555,-251,1869,95.5%,6,7,1/144,1/312,1/267
556,-345,1589,92.8%,6,2,1/199,1/265,1/795
557,-570,641,70.4%,1,0,1/641,1/641,-
558,982,5895,105.6%,24,24,1/123,1/246,1/246
559,-308,804,87.2%,2,1,1/268,1/402,1/804
560,206,6361,101.1%,24,21,1/141,1/265,1/303
561,-364,354,65.7%,0,1,1/354,-,1/354
562,924,4342,107.1%,20,12,1/136,1/217,1/362
563,-398,594,77.7%,1,1,1/297,1/594,1/594
564,178,4346,101.4%,18,10,1/155,1/241,1/435
565,2795,8189,111.4%,39,30,1/119,1/210,1/273
587,662,7197,103.1%,23,35,1/124,1/313,1/206
588,-281,512,81.7%,1,1,1/256,1/512,1/512
589,-325,2616,95.9%,11,1,1/218,1/238,1/2616
590,-551,3737,95.1%,14,5,1/197,1/267,1/747
591,-272,1817,95%,6,3,1/202,1/303,1/606
592,-191,732,91.3%,2,2,1/183,1/366,1/366
593,-527,532,67%,0,1,1/532,-,1/532
594,-743,3870,93.6%,10,17,1/143,1/387,1/228
595,2362,6559,112%,27,31,1/113,1/243,1/212
596,-128,1408,97%,5,5,1/141,1/282,1/282
597,-378,536,76.5%,1,0,1/536,1/536,-
598,295,1318,107.5%,7,2,1/146,1/188,1/659
599,1326,8250,105.4%,30,39,1/120,1/275,1/212
600,-623,535,61.2%,0,0,-,-,-
601,-610,2073,90.2%,6,4,1/207,1/346,1/518
602,254,4355,101.9%,16,13,1/150,1/272,1/335
603,-428,737,80.6%,1,2,1/246,1/737,1/369
604,-222,4057,98.2%,16,8,1/169,1/254,1/507
605,-67,2803,99.2%,11,6,1/165,1/255,1/467
606,998,5893,105.6%,22,26,1/123,1/268,1/227
671,325,4187,102.6%,16,17,1/127,1/262,1/246
672,-579,672,71.3%,1,0,1/672,1/672,-
673,-382,583,78.2%,1,0,1/583,1/583,-
674,-1164,4416,91.2%,10,18,1/158,1/442,1/245
675,699,2901,108%,12,10,1/132,1/242,1/290
676,1225,2468,116.5%,14,6,1/123,1/176,1/411
677,446,3168,104.7%,14,6,1/158,1/226,1/528
678,532,3369,105.3%,14,9,1/146,1/241,1/374
679,-138,3613,98.7%,13,8,1/172,1/278,1/452
680,-192,641,90%,2,1,1/214,1/321,1/641
681,711,4287,105.5%,19,9,1/153,1/226,1/476
682,436,2219,106.5%,10,6,1/139,1/222,1/370
683,-5,4369,100%,15,15,1/146,1/291,1/291
689,-245,2760,97%,9,5,1/197,1/307,1/552
690,530,2796,106.3%,14,4,1/155,1/200,1/699
691,-1216,3130,87.1%,6,9,1/209,1/522,1/348
692,530,3145,105.6%,13,11,1/131,1/242,1/286
693,17,2653,100.2%,9,9,1/147,1/295,1/295
694,-540,3237,94.4%,10,7,1/190,1/324,1/462
695,1290,4407,109.8%,19,15,1/130,1/232,1/294
696,1404,3121,115%,16,10,1/120,1/195,1/312
697,-678,865,73.9%,1,2,1/288,1/865,1/433
698,1026,3556,109.6%,19,9,1/127,1/187,1/395
699,-656,847,74.2%,1,2,1/282,1/847,1/424
700,-466,1449,89.3%,3,5,1/181,1/483,1/290
701,-559,3375,94.5%,11,9,1/169,1/307,1/375
平均,29,2879,100.3%,11,9,1/150,1/273,1/331
