台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,108,7285,100.5%,26,27,1/137,1/280,1/270
545,-623,773,73.1%,1,1,1/387,1/773,1/773
546,-467,1657,90.6%,4,5,1/184,1/414,1/331
547,959,5946,105.4%,23,26,1/121,1/259,1/229
548,-174,872,93.3%,3,1,1/218,1/291,1/872
549,-17,3471,99.8%,15,4,1/183,1/231,1/868
550,-566,3498,94.6%,12,9,1/167,1/292,1/389
551,-160,542,90.2%,2,0,1/271,1/271,-
552,1172,6099,106.4%,26,16,1/145,1/235,1/381
553,1578,5705,109.2%,24,24,1/119,1/238,1/238
554,-805,909,70.5%,0,3,1/303,-,1/303
555,1117,5607,106.6%,22,19,1/137,1/255,1/295
556,924,7695,104.0%,33,20,1/145,1/233,1/385
557,-705,881,73.3%,1,1,1/441,1/881,1/881
558,1685,4676,112.0%,21,17,1/123,1/223,1/275
559,533,4014,104.4%,19,6,1/161,1/211,1/669
560,-587,1605,87.8%,5,2,1/229,1/321,1/803
561,1645,2798,119.6%,18,6,1/117,1/155,1/466
562,-1197,4590,91.3%,13,11,1/191,1/353,1/417
563,1313,3160,113.9%,16,11,1/117,1/198,1/287
564,52,2995,100.6%,12,8,1/150,1/250,1/374
565,-569,3989,95.2%,15,7,1/181,1/266,1/570
587,1348,5150,108.7%,23,15,1/136,1/224,1/343
588,-325,1264,91.4%,4,1,1/253,1/316,1/1264
589,-157,2267,97.7%,8,6,1/162,1/283,1/378
590,-903,1274,76.4%,2,3,1/255,1/637,1/425
591,-441,4028,96.4%,14,11,1/161,1/288,1/366
592,410,1780,107.7%,10,1,1/162,1/178,1/1780
593,942,5527,105.7%,23,23,1/120,1/240,1/240
594,-104,2260,98.5%,10,4,1/161,1/226,1/565
595,-25,2385,99.7%,9,6,1/159,1/265,1/398
596,-173,5265,98.9%,21,12,1/160,1/251,1/439
597,-408,2079,93.5%,8,3,1/189,1/260,1/693
598,-661,1520,85.5%,4,2,1/253,1/380,1/760
599,167,3232,101.7%,14,7,1/154,1/231,1/462
600,559,3020,106.2%,15,5,1/151,1/201,1/604
601,-666,1280,82.7%,3,2,1/256,1/427,1/640
602,-1000,5477,93.9%,16,17,1/166,1/342,1/322
603,-170,2087,97.3%,6,8,1/149,1/348,1/261
604,1478,9341,105.3%,34,41,1/125,1/275,1/228
605,-152,1230,95.9%,4,5,1/137,1/308,1/246
606,1751,6902,108.5%,34,18,1/133,1/203,1/383
671,-678,2674,91.5%,7,8,1/178,1/382,1/334
672,-1140,927,59.0%,0,1,1/927,-,1/927
673,-140,1412,96.7%,4,4,1/177,1/353,1/353
674,624,8048,102.6%,27,36,1/128,1/298,1/224
675,-184,332,81.5%,0,1,1/332,-,1/332
676,182,4422,101.4%,18,10,1/158,1/246,1/442
677,-673,2335,90.4%,7,5,1/195,1/334,1/467
678,1002,2289,114.6%,14,3,1/135,1/164,1/763
679,1209,7515,105.4%,29,29,1/130,1/259,1/259
680,-30,1470,99.3%,6,2,1/184,1/245,1/735
681,378,5502,102.3%,23,13,1/153,1/239,1/423
682,-1014,1709,80.2%,3,6,1/190,1/570,1/285
683,872,5698,105.1%,23,20,1/133,1/248,1/285
689,-1302,1893,77.1%,3,4,1/270,1/631,1/473
690,-139,7161,99.4%,22,32,1/133,1/326,1/224
691,-587,2990,93.5%,8,10,1/166,1/374,1/299
692,-614,1459,86.0%,3,3,1/243,1/486,1/486
693,-349,2780,95.8%,10,5,1/185,1/278,1/556
694,-437,964,84.9%,3,0,1/321,1/321,-
695,92,6111,100.5%,22,22,1/139,1/278,1/278
696,-7,1511,99.8%,6,2,1/189,1/252,1/756
697,-1058,4619,92.4%,12,13,1/185,1/385,1/355
698,-125,1783,97.7%,7,3,1/178,1/255,1/594
699,-184,956,93.6%,3,2,1/191,1/319,1/478
700,-768,6014,95.7%,21,16,1/163,1/286,1/376
701,-503,5601,97.0%,18,19,1/151,1/311,1/295
平均,-2,3311,100.0%,12,10,1/152,1/269,1/347
