台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1298,4642,90.7%,13,12,1/186,1/357,1/387
545,2662,5953,114.9%,36,9,1/132,1/165,1/661
546,-1090,1739,79.1%,2,3,1/348,1/870,1/580
547,220,3544,102.1%,14,11,1/142,1/253,1/322
548,-266,6146,98.6%,20,23,1/143,1/307,1/267
549,186,3740,101.7%,14,11,1/150,1/267,1/340
550,2499,4497,118.5%,26,14,1/112,1/173,1/321
551,-728,576,57.9%,0,0,-,-,-
552,375,5389,102.3%,19,21,1/135,1/284,1/257
553,838,2858,109.8%,17,2,1/150,1/168,1/1429
554,1563,3338,115.6%,19,9,1/119,1/176,1/371
555,3326,8254,113.4%,36,37,1/113,1/229,1/223
556,97,5851,100.6%,20,25,1/130,1/293,1/234
557,-280,1604,94.2%,5,3,1/201,1/321,1/535
558,-1194,2599,84.7%,7,1,1/325,1/371,1/2599
559,213,5216,101.4%,20,13,1/158,1/261,1/401
560,-1298,1816,76.2%,3,2,1/363,1/605,1/908
561,-358,2965,96.0%,9,7,1/185,1/329,1/424
562,-964,1703,81.1%,4,4,1/213,1/426,1/426
563,815,4972,105.5%,21,13,1/146,1/237,1/382
564,-881,5498,94.7%,17,18,1/157,1/323,1/305
565,-1016,3462,90.2%,9,9,1/192,1/385,1/385
587,-139,4848,99.0%,19,8,1/180,1/255,1/606
588,53,2411,100.7%,9,8,1/142,1/268,1/301
589,1133,8087,104.7%,33,28,1/133,1/245,1/289
590,108,4021,100.9%,16,13,1/139,1/251,1/309
591,-469,2959,94.7%,9,9,1/164,1/329,1/329
592,-1089,2357,84.6%,6,4,1/236,1/393,1/589
593,-634,5894,96.4%,17,18,1/168,1/347,1/327
594,-944,1898,83.4%,5,2,1/271,1/380,1/949
595,-826,4105,93.3%,13,9,1/187,1/316,1/456
596,-478,3670,95.7%,11,14,1/147,1/334,1/262
597,-363,4960,97.6%,18,11,1/171,1/276,1/451
598,-649,1419,84.8%,4,1,1/284,1/355,1/1419
599,2713,6127,114.8%,32,24,1/109,1/191,1/255
600,-73,4868,99.5%,18,13,1/157,1/270,1/374
601,-1337,2572,82.7%,5,7,1/214,1/514,1/367
602,-7,4207,99.9%,16,10,1/162,1/263,1/421
603,1684,6546,108.6%,32,18,1/131,1/205,1/364
604,-644,1785,88.0%,3,4,1/255,1/595,1/446
605,-374,2301,94.6%,8,6,1/164,1/288,1/384
606,-575,3333,94.2%,12,5,1/196,1/278,1/667
671,-397,991,86.6%,3,0,1/330,1/330,-
672,-1703,6456,91.2%,15,23,1/170,1/430,1/281
673,-1232,2201,81.3%,3,10,1/169,1/734,1/220
674,1507,4380,111.5%,22,14,1/122,1/199,1/313
675,-489,2712,94.0%,7,8,1/181,1/387,1/339
676,-810,3716,92.7%,11,9,1/186,1/338,1/413
677,-516,1002,82.8%,3,0,1/334,1/334,-
678,337,6153,101.8%,23,24,1/131,1/268,1/256
679,-445,635,76.6%,1,1,1/318,1/635,1/635
680,524,7652,102.3%,29,28,1/134,1/264,1/273
681,-808,1066,74.7%,2,0,1/533,1/533,-
682,-605,1356,85.1%,3,3,1/226,1/452,1/452
683,1585,4526,111.7%,24,10,1/133,1/189,1/453
689,-590,2013,90.2%,6,2,1/252,1/336,1/1007
690,-661,5046,95.6%,16,16,1/158,1/315,1/315
691,-480,1896,91.6%,7,2,1/211,1/271,1/948
692,639,3193,106.7%,14,9,1/139,1/228,1/355
693,-725,989,75.6%,1,3,1/247,1/989,1/330
694,1895,7490,108.4%,30,35,1/115,1/250,1/214
695,1364,3310,113.7%,16,11,1/123,1/207,1/301
696,-775,1012,74.5%,1,2,1/337,1/1012,1/506
697,-1740,4185,86.1%,8,14,1/190,1/523,1/299
698,-549,1398,86.9%,3,3,1/233,1/466,1/466
699,-320,5635,98.1%,19,18,1/152,1/297,1/313
700,-585,1579,87.7%,5,1,1/263,1/316,1/1579
701,476,5703,102.8%,25,14,1/146,1/228,1/407
平均,-68,3692,99.4%,13,11,1/154,1/275,1/349
