台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,377,8565,101.5%,32,33,1/132,1/268,1/260
545,221,3803,101.9%,17,8,1/152,1/224,1/475
546,-805,4074,93.4%,14,6,1/204,1/291,1/679
547,909,4479,106.8%,21,13,1/132,1/213,1/345
548,1958,7809,108.4%,33,31,1/122,1/237,1/252
549,360,4639,102.6%,20,11,1/150,1/232,1/422
550,48,3074,100.5%,13,7,1/154,1/236,1/439
551,-1031,6084,94.4%,20,16,1/169,1/304,1/380
552,2640,6282,114%,32,23,1/114,1/196,1/273
553,57,5734,100.3%,22,18,1/143,1/261,1/319
554,337,3304,103.4%,13,10,1/144,1/254,1/330
555,814,8372,103.2%,31,29,1/140,1/270,1/289
556,426,8065,101.8%,27,36,1/128,1/299,1/224
557,871,5495,105.3%,24,14,1/145,1/229,1/393
558,-865,3016,90.4%,9,4,1/232,1/335,1/754
559,2311,8045,109.6%,38,27,1/124,1/212,1/298
560,39,7054,100.2%,27,18,1/157,1/261,1/392
561,498,4920,103.4%,21,12,1/149,1/234,1/410
562,832,4793,105.8%,20,17,1/130,1/240,1/282
563,2831,7805,112.1%,40,21,1/128,1/195,1/372
564,-367,4483,97.3%,14,17,1/145,1/320,1/264
565,-785,6138,95.7%,22,14,1/171,1/279,1/438
587,-481,4617,96.5%,16,13,1/159,1/289,1/355
588,924,7854,103.9%,33,21,1/145,1/238,1/374
589,267,3716,102.4%,15,10,1/149,1/248,1/372
590,1154,5379,107.2%,25,15,1/134,1/215,1/359
591,748,4001,106.2%,18,9,1/148,1/222,1/445
592,1346,4248,110.6%,21,9,1/142,1/202,1/472
593,2569,8599,110%,35,45,1/107,1/246,1/191
594,222,5287,101.4%,17,20,1/143,1/311,1/264
595,1432,6260,107.6%,32,10,1/149,1/196,1/626
596,-1302,4832,91.0%,14,10,1/201,1/345,1/483
597,-339,5436,97.9%,21,11,1/170,1/259,1/494
598,-386,6879,98.1%,24,24,1/143,1/287,1/287
599,-43,3504,99.6%,13,8,1/167,1/270,1/438
600,5566,8747,121.2%,48,47,1/92,1/182,1/186
601,2119,6054,111.7%,27,28,1/110,1/224,1/216
602,-340,5154,97.8%,20,9,1/178,1/258,1/573
603,-853,6197,95.4%,22,15,1/167,1/282,1/413
604,713,6134,103.9%,28,15,1/143,1/219,1/409
605,411,6992,102.0%,25,27,1/134,1/280,1/259
606,-1005,4191,92.0%,13,8,1/200,1/322,1/524
671,-371,4930,97.5%,20,8,1/176,1/247,1/616
672,691,6452,103.6%,25,23,1/134,1/258,1/281
673,1185,6241,106.3%,26,18,1/142,1/240,1/347
674,-1056,2060,82.9%,4,4,1/258,1/515,1/515
675,-374,5842,97.9%,21,14,1/167,1/278,1/417
676,-938,5236,94.0%,16,16,1/164,1/327,1/327
677,-1056,1851,81.0%,3,4,1/264,1/617,1/463
678,731,6836,103.6%,26,29,1/124,1/263,1/236
679,13,7524,100.1%,24,25,1/154,1/314,1/301
680,1574,8709,106.0%,32,36,1/128,1/272,1/242
681,973,5383,106.0%,25,13,1/142,1/215,1/414
682,-120,4595,99.1%,18,13,1/148,1/255,1/353
683,-752,5423,95.4%,15,18,1/164,1/362,1/301
689,1069,7785,104.6%,34,21,1/142,1/229,1/371
690,-594,2914,93.2%,9,7,1/182,1/324,1/416
691,-363,5377,97.7%,21,11,1/168,1/256,1/489
692,339,3866,102.9%,16,12,1/138,1/242,1/322
693,3149,8299,112.6%,38,38,1/109,1/218,1/218
694,-821,1505,81.8%,3,2,1/301,1/502,1/753
695,1033,7111,104.8%,30,23,1/134,1/237,1/309
696,762,5338,104.8%,22,16,1/140,1/243,1/334
697,-356,4922,97.6%,17,14,1/159,1/290,1/352
698,284,4596,102.1%,15,21,1/128,1/306,1/219
699,2034,6112,111.1%,32,16,1/127,1/191,1/382
700,-1057,2856,87.7%,7,9,1/179,1/408,1/317
701,266,6909,101.3%,26,22,1/144,1/266,1/314
平均,451,5570,102.7%,22,17,1/142,1/252,1/323
