台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-444,4681,96.8%,17,8,1/187,1/275,1/585
545,-1350,4986,91%,14,12,1/192,1/356,1/416
546,-656,1827,88%,4,4,1/228,1/457,1/457
547,-180,6900,99.1%,23,19,1/164,1/300,1/363
548,2830,6601,114.3%,35,22,1/116,1/189,1/300
549,2194,6539,111.2%,29,32,1/107,1/225,1/204
550,-639,2416,91.2%,7,5,1/201,1/345,1/483
551,-779,5785,95.5%,20,16,1/161,1/289,1/362
552,-499,4586,96.4%,14,12,1/176,1/328,1/382
553,81,4917,100.5%,20,9,1/170,1/246,1/546
554,853,4093,106.9%,20,8,1/146,1/205,1/512
555,-1866,3088,79.9%,5,5,1/309,1/618,1/618
556,-468,1791,91.3%,5,4,1/199,1/358,1/448
557,3094,7961,113%,39,32,1/112,1/204,1/249
558,36,6682,100.2%,23,23,1/145,1/291,1/291
559,-1038,2058,83.2%,5,3,1/257,1/412,1/686
560,-1092,2078,82.5%,3,5,1/260,1/693,1/416
561,1537,6487,107.9%,30,17,1/138,1/216,1/382
562,-1463,3429,85.8%,7,8,1/229,1/490,1/429
563,-368,4760,97.4%,17,10,1/176,1/280,1/476
564,-370,3839,96.8%,14,7,1/183,1/274,1/548
565,-2086,5328,86.9%,14,9,1/232,1/381,1/592
587,154,6370,100.8%,27,16,1/148,1/236,1/398
588,-629,5387,96.1%,18,15,1/163,1/299,1/359
589,0,4113,100%,17,8,1/165,1/242,1/514
590,-701,3588,93.5%,12,5,1/211,1/299,1/718
591,1016,7859,104.3%,27,36,1/125,1/291,1/218
592,-442,3776,96.1%,13,8,1/180,1/290,1/472
593,-1738,4662,87.6%,13,6,1/245,1/359,1/777
594,663,2220,110%,12,2,1/159,1/185,1/1110
595,1027,5432,106.3%,24,11,1/155,1/226,1/494
596,393,3770,103.5%,17,7,1/157,1/222,1/539
597,-852,2118,86.6%,6,3,1/235,1/353,1/706
598,-810,4541,94.1%,17,7,1/189,1/267,1/649
599,801,6051,104.4%,26,16,1/144,1/233,1/378
600,-528,1928,90.9%,5,3,1/241,1/386,1/643
601,341,6799,101.7%,26,20,1/148,1/262,1/340
602,-81,8599,99.7%,29,34,1/136,1/297,1/253
603,3637,9586,112.6%,42,48,1/107,1/228,1/200
604,-552,905,79.7%,1,2,1/302,1/905,1/453
605,951,5473,105.8%,24,10,1/161,1/228,1/547
606,-361,3965,97%,17,5,1/180,1/233,1/793
671,4168,6867,120.2%,41,22,1/109,1/167,1/312
672,-843,2958,90.5%,7,10,1/174,1/423,1/296
673,1875,6716,109.3%,30,27,1/118,1/224,1/249
674,-1427,2925,83.7%,4,12,1/183,1/731,1/244
675,65,3406,100.6%,15,5,1/170,1/227,1/681
676,2268,6586,111.5%,34,17,1/129,1/194,1/387
677,-360,3773,96.8%,13,11,1/157,1/290,1/343
678,2216,5320,113.9%,32,6,1/140,1/166,1/887
679,3035,7160,114.1%,37,22,1/121,1/194,1/325
680,3538,9132,112.9%,43,43,1/106,1/212,1/212
681,-480,2420,93.4%,7,6,1/186,1/346,1/403
682,734,7065,103.5%,30,21,1/139,1/236,1/336
683,231,6277,101.2%,25,19,1/143,1/251,1/330
689,1275,5531,107.7%,27,10,1/149,1/205,1/553
690,2074,8727,107.9%,34,41,1/116,1/257,1/213
691,-279,3263,97.1%,11,9,1/163,1/297,1/363
692,-791,5583,95.3%,18,17,1/160,1/310,1/328
693,-980,1964,83.4%,4,4,1/246,1/491,1/491
694,-680,3741,93.9%,12,7,1/197,1/312,1/534
695,-1138,4300,91.2%,12,11,1/187,1/358,1/391
696,-846,2393,88.2%,7,2,1/266,1/342,1/1197
697,390,3101,104.2%,14,6,1/155,1/222,1/517
698,-758,6306,96%,20,18,1/166,1/315,1/350
699,1469,6763,107.2%,32,17,1/138,1/211,1/398
700,1578,7250,107.3%,27,33,1/121,1/269,1/220
701,-783,2880,90.9%,9,6,1/192,1/320,1/480
平均,223,4859,101.5%,19,14,1/149,1/258,1/354
