台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-158,1820,97.1,6,6,1/152,1/303,1/303
545,127,6385,100.7,25,16,1/156,1/255,1/399
546,-514,507,66.2,0,1,1/507,-,1/507
547,-361,3386,96.4,12,5,1/199,1/282,1/677
548,-171,1740,96.7,6,3,1/193,1/290,1/580
549,-191,4273,98.5,14,17,1/138,1/305,1/251
550,-3,1945,99.9,7,6,1/150,1/278,1/324
551,878,6408,104.6,26,23,1/131,1/246,1/279
552,-299,471,78.8,1,0,1/471,1/471,-
553,-279,1210,92.3,4,2,1/202,1/303,1/605
554,-508,4220,96.0,13,13,1/162,1/325,1/325
555,658,3555,106.2,15,13,1/127,1/237,1/273
556,1753,6337,109.2,26,30,1/113,1/244,1/211
557,831,7026,103.9,26,28,1/130,1/270,1/251
558,-143,1106,95.7,4,2,1/184,1/277,1/553
559,-786,1653,84.2,4,1,1/331,1/413,1/1653
560,-479,807,80.2,1,3,1/202,1/807,1/269
561,1501,6991,107.2,31,25,1/125,1/226,1/280
562,667,2128,110.4,11,5,1/133,1/193,1/426
563,369,3995,103.1,16,13,1/138,1/250,1/307
564,-814,2696,89.9,10,2,1/225,1/270,1/1348
565,-1478,3466,85.8,7,11,1/193,1/495,1/315
587,-1124,4145,91.0,14,6,1/207,1/296,1/691
588,-519,3122,94.5,10,9,1/164,1/312,1/347
589,-1040,3064,88.7,9,6,1/204,1/340,1/511
590,-689,1260,81.8,2,3,1/252,1/630,1/420
591,-582,1516,87.2,4,3,1/217,1/379,1/505
592,-1532,4224,87.9,11,11,1/192,1/384,1/384
593,-1068,4848,92.7,12,16,1/173,1/404,1/303
594,806,7665,103.5,31,24,1/139,1/247,1/319
595,-1056,1041,66.2,0,2,1/521,-,1/521
596,-308,826,87.6,2,1,1/275,1/413,1/826
597,-150,4705,98.9,18,10,1/168,1/261,1/471
598,-570,2326,91.8,7,3,1/233,1/332,1/775
599,-54,2146,99.2,8,6,1/153,1/268,1/358
600,1744,5458,110.7,30,10,1/136,1/182,1/546
601,-124,1364,97.0,4,5,1/152,1/341,1/273
602,-69,1383,98.3,6,1,1/198,1/231,1/1383
603,-112,3014,98.8,12,5,1/177,1/251,1/603
604,-1305,5081,91.4,13,16,1/175,1/391,1/318
605,20,4425,100.2,16,15,1/143,1/277,1/295
606,-1172,4014,90.3,10,9,1/211,1/401,1/446
671,2546,6687,112.7,33,22,1/122,1/203,1/304
672,-381,1180,89.2,3,2,1/236,1/393,1/590
673,112,2067,101.8,10,4,1/148,1/207,1/517
674,123,5191,100.8,19,18,1/140,1/273,1/288
675,0,2016,100.0,8,5,1/155,1/252,1/403
676,1138,3817,109.9,21,6,1/141,1/182,1/636
677,-769,2268,88.7,5,7,1/189,1/454,1/324
678,1226,5424,107.5,24,19,1/126,1/226,1/285
679,316,1211,108.7,7,0,1/173,1/173,-
680,-394,299,56.1,0,0,-,-,-
681,1328,7812,105.7,27,39,1/118,1/289,1/200
682,-38,215,94.1,1,0,1/215,1/215,-
683,-681,1854,87.8,5,5,1/185,1/371,1/371
689,237,4025,102.0,16,14,1/134,1/252,1/288
690,-491,3039,94.6,9,11,1/152,1/338,1/276
691,-382,514,75.2,1,0,1/514,1/514,-
692,-278,705,86.9,2,1,1/235,1/353,1/705
693,873,2251,112.9,11,9,1/113,1/205,1/250
694,456,4814,103.2,16,24,1/120,1/301,1/201
695,-317,561,81.2,1,1,1/281,1/561,1/561
696,-478,1223,87.0,4,1,1/245,1/306,1/1223
697,-849,2696,89.5,7,8,1/180,1/385,1/337
698,-418,1915,92.7,6,5,1/174,1/319,1/383
699,-1107,1885,80.4,2,5,1/269,1/943,1/377
700,-467,1289,87.9,2,4,1/215,1/645,1/322
701,463,3170,104.9,13,9,1/144,1/244,1/352
平均,-96,3028,98.9,11,9,1/153,1/279,1/340
