台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-2531,6678,87.4%,15,18,1/202,1/445,1/371
545,-986,1551,78.8%,2,4,1/259,1/776,1/388
546,1594,4485,111.8%,24,9,1/136,1/187,1/498
547,43,766,101.9%,3,2,1/153,1/255,1/383
548,1634,6817,108.0%,26,31,1/120,1/262,1/220
549,-313,522,80.0%,1,0,1/522,1/522,-
550,-824,5347,94.9%,16,21,1/145,1/334,1/255
551,349,2978,103.9%,10,11,1/142,1/298,1/271
552,-519,1153,85.0%,3,2,1/231,1/384,1/577
553,1803,2959,120.3%,18,8,1/114,1/164,1/370
554,1334,4668,109.5%,22,10,1/146,1/212,1/467
555,-661,983,77.6%,1,3,1/246,1/983,1/328
556,-148,975,94.9%,4,1,1/195,1/244,1/975
557,2875,6859,114.0%,38,14,1/132,1/181,1/490
558,-685,1876,87.8%,4,7,1/171,1/469,1/268
559,-350,5544,97.9%,20,16,1/154,1/277,1/347
560,691,1370,116.8%,8,4,1/114,1/171,1/343
561,356,6029,102.0%,25,17,1/144,1/241,1/355
562,901,6144,104.9%,25,22,1/131,1/246,1/279
563,-430,1037,86.2%,3,2,1/207,1/346,1/519
564,-84,4776,99.4%,19,13,1/149,1/251,1/367
565,-334,1460,92.4%,5,3,1/183,1/292,1/487
587,-380,3128,96.0%,12,7,1/165,1/261,1/447
588,180,4300,101.4%,17,13,1/143,1/253,1/331
589,-42,1310,98.9%,6,0,1/218,1/218,-
590,-29,2598,99.6%,10,7,1/153,1/260,1/371
591,1116,7249,105.1%,29,21,1/145,1/250,1/345
592,-649,500,56.7%,0,0,-,-,-
593,1085,1777,120.4%,10,8,1/99,1/178,1/222
594,14,5654,100.1%,21,18,1/145,1/269,1/314
595,490,2944,105.5%,12,9,1/140,1/245,1/327
596,-783,1303,80.0%,1,3,1/326,1/1303,1/434
597,-2535,4735,82.2%,9,11,1/237,1/526,1/430
598,-264,1213,92.7%,4,3,1/173,1/303,1/404
599,-810,3737,92.8%,10,13,1/162,1/374,1/287
600,856,4339,106.6%,20,11,1/140,1/217,1/394
601,-367,1423,91.4%,4,2,1/237,1/356,1/712
602,-450,1903,92.1%,6,5,1/173,1/317,1/381
603,623,5566,103.7%,24,11,1/159,1/232,1/506
604,-237,1012,92.2%,2,6,1/127,1/506,1/169
605,2267,6535,111.6%,31,24,1/119,1/211,1/272
606,2222,6635,111.2%,29,30,1/112,1/229,1/221
671,253,4164,102.0%,16,14,1/139,1/260,1/297
672,1457,3951,112.3%,22,8,1/132,1/180,1/494
673,673,2947,107.6%,15,7,1/134,1/196,1/421
674,594,3612,105.5%,16,10,1/139,1/226,1/361
675,-20,1622,99.6%,7,1,1/203,1/232,1/1622
676,1373,4502,110.2%,24,9,1/136,1/188,1/500
677,-63,1784,98.8%,6,6,1/149,1/297,1/297
678,1607,5083,110.5%,26,13,1/130,1/196,1/391
679,-939,3087,89.9%,9,6,1/206,1/343,1/515
680,619,5228,103.9%,19,21,1/131,1/275,1/249
681,-211,1097,93.6%,4,1,1/219,1/274,1/1097
682,1908,5339,111.9%,27,15,1/127,1/198,1/356
683,-504,1956,91.4%,7,3,1/196,1/279,1/652
689,-939,4092,92.4%,14,5,1/215,1/292,1/818
690,-404,2112,93.6%,6,7,1/162,1/352,1/302
691,130,4999,100.9%,19,13,1/156,1/263,1/385
692,-674,4373,94.9%,13,13,1/168,1/336,1/336
693,1686,4096,113.7%,20,17,1/111,1/205,1/241
694,-339,848,86.7%,2,4,1/141,1/424,1/212
695,4067,7296,118.6%,35,42,1/95,1/208,1/174
696,-149,1245,96.0%,5,1,1/208,1/249,1/1245
697,-851,4970,94.3%,13,20,1/151,1/382,1/249
698,-157,1659,96.8%,5,4,1/184,1/332,1/415
699,-428,2999,95.2%,10,8,1/167,1/300,1/375
700,-170,3314,98.3%,11,12,1/144,1/301,1/276
701,-2254,4093,81.6%,9,5,1/292,1/455,1/819
平均,181,3431,101.8%,13,10,1/146,1/257,1/341
