台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1721,6699,108.6%,33,16,1/137,1/203,1/419
545,-373,5151,97.6%,18,13,1/166,1/286,1/396
546,-2633,4562,80.8%,10,6,1/285,1/456,1/760
547,-2183,3489,79.1%,7,6,1/268,1/498,1/582
548,-2185,5339,86.4%,10,22,1/167,1/534,1/243
549,-970,4547,92.9%,15,7,1/207,1/303,1/650
550,-603,3691,94.6%,12,7,1/194,1/308,1/527
551,-564,3793,95%,12,11,1/165,1/316,1/345
552,-2086,4753,85.4%,13,9,1/216,1/366,1/528
553,-205,2321,97.1%,9,3,1/193,1/258,1/774
554,-1923,5967,89.3%,15,19,1/176,1/398,1/314
555,-1332,2667,83.4%,6,6,1/222,1/445,1/445
556,41,5458,100.3%,20,11,1/176,1/273,1/496
557,-210,4088,98.3%,14,15,1/141,1/292,1/273
558,-2,5248,100%,23,9,1/164,1/228,1/583
559,-607,1905,89.4%,6,4,1/191,1/318,1/476
560,455,5421,102.8%,24,9,1/164,1/226,1/602
561,-1128,2376,84.2%,7,1,1/297,1/339,1/2376
562,-203,3970,98.3%,15,7,1/180,1/265,1/567
563,-1656,2882,80.8%,6,4,1/288,1/480,1/721
564,-994,2870,88.5%,8,4,1/239,1/359,1/718
565,89,7190,100.4%,30,16,1/156,1/240,1/449
587,-1409,5612,91.6%,18,10,1/200,1/312,1/561
588,58,4791,100.4%,18,12,1/160,1/266,1/399
589,-832,2748,89.9%,6,8,1/196,1/458,1/344
590,1102,8471,104.3%,36,24,1/141,1/235,1/353
591,-672,1384,83.8%,3,2,1/277,1/461,1/692
592,-908,4600,93.4%,15,11,1/177,1/307,1/418
593,989,5887,105.6%,27,13,1/147,1/218,1/453
594,-1249,2262,81.6%,5,4,1/251,1/452,1/566
595,219,6094,101.2%,25,10,1/174,1/244,1/609
596,-304,1401,92.8%,5,1,1/234,1/280,1/1401
597,1259,5818,107.2%,28,17,1/129,1/208,1/342
598,268,3810,102.3%,17,8,1/152,1/224,1/476
599,25,6020,100.1%,23,10,1/182,1/262,1/602
600,-1146,4440,91.4%,13,11,1/185,1/342,1/404
601,-1380,5164,91.1%,15,10,1/207,1/344,1/516
602,380,6477,102%,26,15,1/158,1/249,1/432
603,-1161,6012,93.6%,20,17,1/162,1/301,1/354
604,-276,5836,98.4%,22,13,1/167,1/265,1/449
605,-1033,4004,91.4%,12,7,1/211,1/334,1/572
606,-876,7918,96.3%,27,14,1/193,1/293,1/566
671,1183,5819,106.8%,27,12,1/149,1/216,1/485
672,-197,4651,98.6%,18,12,1/155,1/258,1/388
673,-88,5492,99.5%,23,9,1/172,1/239,1/610
674,-1125,2685,86%,8,2,1/269,1/336,1/1343
675,-783,4547,94.3%,15,10,1/182,1/303,1/455
676,-875,6296,95.4%,20,17,1/170,1/315,1/370
677,-329,4738,97.7%,19,6,1/190,1/249,1/790
678,1719,6524,108.8%,29,22,1/128,1/225,1/297
679,-1265,4060,89.6%,11,6,1/239,1/369,1/677
680,-1637,3964,86.2%,9,10,1/209,1/440,1/396
681,-430,6829,97.9%,25,15,1/171,1/273,1/455
682,-473,7054,97.8%,26,18,1/160,1/271,1/392
683,-923,5781,94.7%,18,17,1/165,1/321,1/340
689,-503,5695,97.1%,21,14,1/163,1/271,1/407
690,-121,4442,99.1%,16,13,1/153,1/278,1/342
691,2166,7902,109.1%,35,29,1/123,1/226,1/272
692,-284,6186,98.5%,21,14,1/177,1/295,1/442
693,-880,5246,94.4%,16,14,1/175,1/328,1/375
694,1420,3923,112.1%,23,6,1/135,1/171,1/654
695,321,7486,101.4%,31,16,1/159,1/241,1/468
696,501,5808,102.9%,26,14,1/145,1/223,1/415
697,-349,4383,97.3%,12,17,1/151,1/365,1/258
698,-1333,2973,85.1%,7,4,1/270,1/425,1/743
699,1114,6750,105.5%,33,12,1/150,1/205,1/563
700,-1492,2746,81.9%,6,5,1/250,1/458,1/549
701,-1673,3573,84.4%,7,10,1/210,1/510,1/357
平均,-453,4834,96.9%,17,11,1/171,1/279,1/441
