台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-592,1602,87.7%,4,4,1/200,1/401,1/401
545,257,3615,102.4%,13,13,1/139,1/278,1/278
546,-890,4085,92.7%,10,17,1/151,1/409,1/240
547,-262,4973,98.2%,19,8,1/184,1/262,1/622
548,238,5135,101.5%,19,17,1/143,1/270,1/302
549,-439,1945,92.5%,4,9,1/150,1/486,1/216
550,-597,2681,92.6%,7,11,1/149,1/383,1/244
551,-55,5854,99.7%,23,17,1/146,1/255,1/344
552,1342,8409,105.3%,32,33,1/129,1/263,1/255
553,-1050,1577,77.8%,2,3,1/315,1/789,1/526
554,-277,2044,95.5%,7,5,1/170,1/292,1/409
555,-331,5583,98%,20,16,1/155,1/279,1/349
556,-279,4214,97.8%,14,13,1/156,1/301,1/324
557,-451,4701,96.8%,16,12,1/168,1/294,1/392
558,-567,2205,91.4%,7,4,1/200,1/315,1/551
559,-1086,871,58.4%,0,1,1/871,-,1/871
560,-581,4791,96%,18,7,1/192,1/266,1/684
561,-826,727,62.1%,0,1,1/727,-,1/727
562,-202,6048,98.9%,18,24,1/144,1/336,1/252
563,-185,4080,98.5%,14,13,1/151,1/291,1/314
564,-348,1284,91%,5,0,1/257,1/257,-
565,185,4586,101.3%,17,11,1/164,1/270,1/417
587,1628,5325,110.2%,26,16,1/127,1/205,1/333
588,-390,936,86.1%,2,1,1/312,1/468,1/936
589,309,3860,102.7%,13,15,1/138,1/297,1/257
590,486,4970,103.3%,21,12,1/151,1/237,1/414
591,-1266,1342,68.6%,1,2,1/447,1/1342,1/671
592,694,4867,104.8%,21,13,1/143,1/232,1/374
593,-808,4173,93.5%,13,12,1/167,1/321,1/348
594,-693,3524,93.4%,11,8,1/185,1/320,1/441
595,-339,938,88%,2,1,1/313,1/469,1/938
596,-511,3736,95.4%,12,10,1/170,1/311,1/374
597,-755,1870,86.5%,4,5,1/208,1/468,1/374
598,-445,805,81.6%,2,1,1/268,1/403,1/805
599,833,5294,105.2%,21,19,1/132,1/252,1/279
600,-733,1318,81.5%,1,6,1/188,1/1318,1/220
601,-858,2641,89.2%,7,9,1/165,1/377,1/293
602,210,3766,101.9%,16,8,1/157,1/235,1/471
603,3208,4928,121.7%,29,19,1/103,1/170,1/259
604,-1144,994,61.6%,0,3,1/331,-,1/331
605,-2319,3839,79.9%,5,9,1/274,1/768,1/427
606,-63,4170,99.5%,18,2,1/209,1/232,1/2085
671,296,1680,105.9%,7,4,1/153,1/240,1/420
672,-514,825,79.2%,2,0,1/413,1/413,-
673,-218,3442,97.9%,14,5,1/181,1/246,1/688
674,-1068,2795,87.3%,6,9,1/186,1/466,1/311
675,-822,1108,75.3%,1,3,1/277,1/1108,1/369
676,-1286,1986,78.4%,2,6,1/248,1/993,1/331
677,287,3275,102.9%,15,4,1/172,1/218,1/819
678,-528,2705,93.5%,8,9,1/159,1/338,1/301
679,-227,1400,94.6%,5,2,1/200,1/280,1/700
680,-14,3284,99.9%,12,9,1/156,1/274,1/365
681,-37,2856,99.6%,10,11,1/136,1/286,1/260
682,-523,862,79.8%,1,3,1/216,1/862,1/287
683,2391,6348,112.6%,34,19,1/120,1/187,1/334
689,485,3884,104.2%,19,8,1/144,1/204,1/486
690,-791,2862,90.8%,8,6,1/204,1/358,1/477
691,920,1245,124.6%,8,4,1/104,1/156,1/311
692,-159,487,89.1%,1,1,1/244,1/487,1/487
693,1893,6225,110.1%,29,27,1/111,1/215,1/231
694,-1123,3079,87.8%,7,8,1/205,1/440,1/385
695,-465,1555,90%,4,5,1/173,1/389,1/311
696,-41,4201,99.7%,16,11,1/156,1/263,1/382
697,-820,1326,79.4%,2,3,1/265,1/663,1/442
698,-440,3756,96.1%,13,9,1/171,1/289,1/417
699,338,4471,102.5%,20,8,1/160,1/224,1/559
700,218,2867,102.5%,10,13,1/125,1/287,1/221
701,-367,2958,95.9%,10,6,1/185,1/296,1/493
平均,-185,3173,98.1%,11,9,1/159,1/285,1/358
