台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1017,6954,95.1,24,17,1/170,1/290,1/409
545,-2061,2246,69.4,2,2,1/562,1/1123,1/1123
546,324,6325,101.7,22,23,1/141,1/288,1/275
547,1648,7564,107.3,39,14,1/143,1/194,1/540
548,-450,3770,96.0,11,11,1/171,1/343,1/343
549,-496,4133,96.0,15,6,1/197,1/276,1/689
550,-197,3006,97.8,13,4,1/177,1/231,1/752
551,185,5831,101.1,24,12,1/162,1/243,1/486
552,-881,2489,88.2,7,5,1/207,1/356,1/498
553,994,5864,105.7,26,14,1/147,1/226,1/419
554,372,6695,101.9,27,21,1/139,1/248,1/319
555,-537,4279,95.8,13,12,1/171,1/329,1/357
556,-398,6817,98.1,23,19,1/162,1/296,1/359
557,513,5194,103.3,23,13,1/144,1/226,1/400
558,1681,5737,109.8,27,20,1/122,1/212,1/287
559,-932,2400,87.1,6,5,1/218,1/400,1/480
560,1555,7816,106.6,32,29,1/128,1/244,1/270
561,-998,1701,80.4,3,3,1/284,1/567,1/567
562,1419,4685,110.1,24,13,1/127,1/195,1/360
563,-1085,2253,83.9,6,5,1/205,1/376,1/451
564,-1226,4111,90.1,12,10,1/187,1/343,1/411
565,-1514,4549,88.9,14,9,1/198,1/325,1/505
587,1168,6111,106.4,29,12,1/149,1/211,1/509
588,51,4393,100.4,19,8,1/163,1/231,1/549
589,1050,6088,105.7,26,21,1/130,1/234,1/290
590,260,3389,102.6,13,8,1/161,1/261,1/424
591,-1314,2442,82.1,6,2,1/305,1/407,1/1221
592,-233,4368,98.2,18,6,1/182,1/243,1/728
593,-796,4091,93.5,13,10,1/178,1/315,1/409
594,-841,2496,88.8,6,6,1/208,1/416,1/416
595,-475,5115,96.9,18,16,1/150,1/284,1/320
596,-556,4136,95.5,13,13,1/159,1/318,1/318
597,854,5268,105.4,22,16,1/139,1/239,1/329
598,468,6465,102.4,26,20,1/141,1/249,1/323
599,-805,5429,95.1,16,16,1/170,1/339,1/339
600,-418,1282,89.1,3,3,1/214,1/427,1/427
601,-550,5296,96.5,17,17,1/156,1/312,1/312
602,391,5322,102.4,23,11,1/157,1/231,1/484
603,-955,4485,92.9,16,5,1/214,1/280,1/897
604,-620,1651,87.5,4,2,1/275,1/413,1/826
605,1772,7438,107.9,36,18,1/138,1/207,1/413
606,-714,6830,96.5,24,21,1/152,1/285,1/325
671,-45,4031,99.6,16,8,1/168,1/252,1/504
672,310,6467,101.6,23,25,1/135,1/281,1/259
673,1697,5071,111.2,28,8,1/141,1/181,1/634
674,-266,3321,97.3,13,6,1/175,1/255,1/554
675,-1157,1755,78.0,3,3,1/293,1/585,1/585
676,-101,4888,99.3,20,11,1/158,1/244,1/444
677,-797,5017,94.7,15,14,1/173,1/334,1/358
678,-1244,2686,84.6,6,6,1/224,1/448,1/448
679,-492,1855,91.2,6,3,1/206,1/309,1/618
680,-1314,3660,88.0,9,9,1/203,1/407,1/407
681,-616,4339,95.3,15,8,1/189,1/289,1/542
682,-1446,2646,81.8,3,11,1/189,1/882,1/241
683,-1458,5971,91.9,14,20,1/176,1/427,1/299
689,-1896,4871,87.0,11,12,1/212,1/443,1/406
690,-736,1799,86.4,6,0,1/300,1/300,-
691,-528,5178,96.6,18,12,1/173,1/288,1/432
692,-1617,4547,88.1,12,9,1/217,1/379,1/505
693,-902,1411,78.7,2,4,1/235,1/706,1/353
694,-65,6336,99.7,23,20,1/147,1/275,1/317
695,-492,6720,97.6,24,15,1/172,1/280,1/448
696,-593,6511,97.0,19,28,1/139,1/343,1/233
697,-138,4122,98.9,14,12,1/159,1/294,1/344
698,-371,4759,97.4,16,13,1/164,1/297,1/366
699,642,2559,108.4,12,7,1/135,1/213,1/366
700,-1126,4881,92.3,16,10,1/188,1/305,1/488
701,406,6108,102.2,25,15,1/153,1/244,1/407
平均,-290,4530,97.9,16,12,1/162,1/277,1/391
