台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-407,4980,97.3,17,14,1/161,1/293,1/356
545,-626,1079,80.7,2,2,1/270,1/540,1/540
546,-393,3150,95.8,10,10,1/158,1/315,1/315
547,744,2858,108.7,12,13,1/114,1/238,1/220
548,-367,722,83.1,2,1,1/241,1/361,1/722
549,-782,3815,93.2,11,12,1/166,1/347,1/318
550,1366,3113,114.6,14,16,1/104,1/222,1/195
551,2127,4119,117.2,24,12,1/114,1/172,1/343
552,45,1275,101.2,5,4,1/142,1/255,1/319
553,1172,4475,108.7,23,11,1/132,1/195,1/407
554,675,2677,108.4,12,9,1/127,1/223,1/297
555,-1231,3654,88.8,10,7,1/215,1/365,1/522
556,-44,1183,98.8,4,2,1/197,1/296,1/592
557,603,6696,103.0,26,24,1/134,1/258,1/279
558,-185,332,81.4,1,0,1/332,1/332,-
559,157,2471,102.1,11,2,1/190,1/225,1/1236
560,1418,4866,109.7,23,14,1/132,1/212,1/348
561,554,2892,106.4,12,9,1/138,1/241,1/321
562,-1155,1168,67.0,1,0,1/1168,1/1168,-
563,-798,699,61.9,0,0,-,-,-
564,-385,2748,95.3,8,6,1/196,1/344,1/458
565,244,4023,102.0,16,10,1/155,1/251,1/402
587,1311,5841,107.5,24,25,1/119,1/243,1/234
588,-689,1844,87.5,4,4,1/231,1/461,1/461
589,444,3949,103.7,18,8,1/152,1/219,1/494
590,-278,1636,94.3,6,4,1/164,1/273,1/409
591,-817,1755,84.5,3,4,1/251,1/585,1/439
592,-519,3670,95.3,12,10,1/167,1/306,1/367
593,-443,1462,89.9,5,2,1/209,1/292,1/731
594,586,4860,104.0,16,25,1/119,1/304,1/194
595,535,5347,103.3,21,18,1/137,1/255,1/297
596,-171,3088,98.2,11,9,1/154,1/281,1/343
597,-1146,2233,82.9,5,4,1/248,1/447,1/558
598,178,4049,101.5,17,10,1/150,1/238,1/405
599,-204,356,80.9,1,0,1/356,1/356,-
600,-312,5638,98.2,21,16,1/152,1/268,1/352
601,-470,1286,87.8,2,6,1/161,1/643,1/214
602,104,1414,102.5,6,4,1/141,1/236,1/354
603,1117,5626,106.6,26,16,1/134,1/216,1/352
604,-328,1601,93.2,4,5,1/178,1/400,1/320
605,-291,1206,92.0,4,1,1/241,1/302,1/1206
606,-179,4932,98.8,19,10,1/170,1/260,1/493
671,-604,670,70.0,0,2,1/335,-,1/335
672,1377,6428,107.1,28,24,1/124,1/230,1/268
673,0,626,100.0,3,0,1/209,1/209,-
674,-10,3887,99.9,15,10,1/155,1/259,1/389
675,161,947,105.7,4,1,1/189,1/237,1/947
676,568,5529,103.4,22,17,1/142,1/251,1/325
677,236,1740,104.5,8,4,1/145,1/218,1/435
678,29,3396,100.3,11,12,1/148,1/309,1/283
679,-161,1553,96.5,5,6,1/141,1/311,1/259
680,-762,3510,92.8,9,13,1/160,1/390,1/270
681,422,1338,110.5,6,7,1/103,1/223,1/191
682,-219,1991,96.3,7,4,1/181,1/284,1/498
683,732,3139,107.8,15,4,1/165,1/209,1/785
689,-15,1267,99.6,6,0,1/211,1/211,-
690,592,1309,115.1,8,1,1/145,1/164,1/1309
691,363,4995,102.4,18,19,1/135,1/278,1/263
692,-65,1189,98.2,5,4,1/132,1/238,1/297
693,-202,1488,95.5,6,2,1/186,1/248,1/744
694,0,1308,100.0,5,3,1/164,1/262,1/436
695,-368,5870,97.9,20,20,1/147,1/294,1/294
696,-721,2946,91.8,6,13,1/155,1/491,1/227
697,-184,903,93.2,3,2,1/181,1/301,1/452
698,-1317,3493,87.4,10,8,1/194,1/349,1/437
699,-252,2959,97.2,12,5,1/174,1/247,1/592
700,-178,2002,97.0,7,4,1/182,1/286,1/501
701,50,1500,101.1,5,6,1/136,1/300,1/250
平均,9,2805,100.1,10,8,1/151,1/268,1/347
