台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,34,7573,100.1%,24,37,1/124,1/316,1/205
545,432,4129,103.5%,18,10,1/147,1/229,1/413
546,605,3648,105.5%,15,14,1/126,1/243,1/261
547,-1351,2942,84.7%,7,6,1/226,1/420,1/490
548,-704,3206,92.7%,11,8,1/169,1/291,1/401
549,-686,1726,86.8%,5,2,1/247,1/345,1/863
550,-569,5899,96.8%,19,21,1/147,1/310,1/281
551,-1004,2939,88.6%,7,10,1/173,1/420,1/294
552,-1667,4551,87.8%,10,16,1/175,1/455,1/284
553,-519,623,72.2%,1,1,1/312,1/623,1/623
554,3832,8892,114.4%,44,47,1/98,1/202,1/189
555,2072,4021,117.2%,23,13,1/112,1/175,1/309
556,1597,6966,107.6%,29,28,1/122,1/240,1/249
557,627,3288,106.4%,15,9,1/137,1/219,1/365
558,-134,4860,99.1%,16,18,1/143,1/304,1/270
559,-763,1462,82.6%,3,3,1/244,1/487,1/487
560,2887,8068,111.9%,38,33,1/114,1/212,1/244
561,-549,3428,94.7%,11,12,1/149,1/312,1/286
562,2425,6078,113.3%,31,21,1/117,1/196,1/289
563,-568,3604,94.7%,11,12,1/157,1/328,1/300
564,-854,3478,91.8%,11,9,1/174,1/316,1/386
565,421,5974,102.3%,24,17,1/146,1/249,1/351
587,-1867,4028,84.5%,9,9,1/224,1/448,1/448
588,-743,1204,79.4%,3,0,1/401,1/401,-
589,60,4573,100.4%,19,10,1/158,1/241,1/457
590,-345,4750,97.6%,19,10,1/164,1/250,1/475
591,53,4101,100.4%,15,13,1/146,1/273,1/315
592,-53,2554,99.3%,10,7,1/150,1/255,1/365
593,-399,1269,89.5%,3,3,1/212,1/423,1/423
594,1774,6819,108.7%,28,30,1/118,1/244,1/227
595,-1579,5217,89.9%,15,12,1/193,1/348,1/435
596,-397,3553,96.3%,10,12,1/162,1/355,1/296
597,1962,7296,109%,37,20,1/128,1/197,1/365
598,1068,4158,108.6%,19,12,1/134,1/219,1/347
599,1557,8265,106.3%,31,37,1/122,1/267,1/223
600,511,3618,104.7%,17,8,1/145,1/213,1/452
601,903,7235,104.2%,30,23,1/137,1/241,1/315
602,-874,5450,94.7%,18,14,1/170,1/303,1/389
603,1865,6248,109.9%,27,27,1/116,1/231,1/231
604,1886,7149,108.8%,31,30,1/117,1/231,1/238
605,-997,1684,80.3%,3,2,1/337,1/561,1/842
606,1541,6022,108.5%,31,12,1/140,1/194,1/502
671,-582,2800,93.1%,7,12,1/147,1/400,1/233
672,346,4611,102.5%,20,11,1/149,1/231,1/419
673,-254,884,90.4%,3,0,1/295,1/295,-
674,-385,6903,98.1%,21,29,1/138,1/329,1/238
675,-220,902,91.9%,3,0,1/301,1/301,-
676,-372,1889,93.4%,7,3,1/189,1/270,1/630
677,712,5144,104.6%,21,16,1/139,1/245,1/322
678,-667,1166,80.9%,1,4,1/233,1/1166,1/292
679,-1350,1851,75.7%,1,5,1/309,1/1851,1/370
680,2143,6092,111.7%,26,28,1/113,1/234,1/218
681,-288,3224,97%,10,10,1/161,1/322,1/322
682,-352,5048,97.7%,15,21,1/140,1/337,1/240
683,-196,3066,97.9%,12,6,1/170,1/256,1/511
689,1149,5259,107.3%,26,13,1/135,1/202,1/405
690,-134,3741,98.8%,16,5,1/178,1/234,1/748
691,1647,7773,107.1%,28,42,1/111,1/278,1/185
692,468,1299,112%,6,4,1/130,1/217,1/325
693,300,6415,101.6%,26,21,1/136,1/247,1/305
694,-503,1048,84%,2,2,1/262,1/524,1/524
695,156,3349,101.6%,12,10,1/152,1/279,1/335
696,-222,3957,98.1%,16,8,1/165,1/247,1/495
697,-934,4998,93.8%,14,15,1/172,1/357,1/333
698,-581,968,80%,2,2,1/242,1/484,1/484
699,383,5942,102.1%,22,21,1/138,1/270,1/283
700,-469,2314,93.2%,7,6,1/178,1/331,1/386
701,-1075,4911,92.7%,16,10,1/189,1/307,1/491
平均,150,4237,101.2%,16,14,1/142,1/265,1/306
