台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,900,8883,103.4,35,35,1/127,1/254,1/254
545,433,5835,102.5,23,18,1/142,1/254,1/324
546,-825,3895,92.9,12,10,1/177,1/325,1/390
547,-293,5879,98.3,22,13,1/168,1/267,1/452
548,113,8376,100.4,28,33,1/137,1/299,1/254
549,-249,4087,98.0,12,16,1/146,1/341,1/255
550,-581,4978,96.1,16,16,1/156,1/311,1/311
551,1119,6732,105.5,27,27,1/125,1/249,1/249
552,1963,5617,111.6,26,21,1/120,1/216,1/267
553,1204,5590,107.2,26,14,1/140,1/215,1/399
554,369,4154,103.0,17,11,1/148,1/244,1/378
555,2809,8863,110.6,40,39,1/112,1/222,1/227
556,-1399,3045,84.7,8,6,1/218,1/381,1/508
557,-367,3934,96.9,13,8,1/187,1/303,1/492
558,-1251,5659,92.6,18,13,1/183,1/314,1/435
559,380,4546,102.8,19,12,1/147,1/239,1/379
560,2189,7960,109.2,35,31,1/121,1/227,1/257
561,3417,9015,112.6,39,41,1/113,1/231,1/220
562,403,4329,103.1,17,11,1/155,1/255,1/394
563,-217,4095,98.2,15,7,1/186,1/273,1/585
564,-928,4838,93.6,16,12,1/173,1/302,1/403
565,591,5857,103.4,24,15,1/150,1/244,1/390
587,2444,7633,110.7,36,29,1/117,1/212,1/263
588,-1133,3568,89.4,9,10,1/188,1/396,1/357
589,492,7730,102.1,31,22,1/146,1/249,1/351
590,-185,5465,98.9,18,19,1/148,1/304,1/288
591,126,4969,100.8,21,10,1/160,1/237,1/497
592,-1584,3634,85.5,9,7,1/227,1/404,1/519
593,-539,6882,97.4,25,14,1/176,1/275,1/492
594,-1290,5286,91.9,18,9,1/196,1/294,1/587
595,-17,4826,99.9,17,13,1/161,1/284,1/371
596,-434,4134,96.5,14,12,1/159,1/295,1/345
597,-843,4214,93.3,14,12,1/162,1/301,1/351
598,-473,2359,93.3,8,4,1/197,1/295,1/590
599,1321,7275,106.1,29,30,1/123,1/251,1/243
600,-296,6239,98.4,20,23,1/145,1/312,1/271
601,-725,3844,93.7,12,7,1/202,1/320,1/549
602,-300,7054,98.6,25,18,1/164,1/282,1/392
603,198,4944,101.3,19,17,1/137,1/260,1/291
604,2668,5787,115.4,28,25,1/109,1/207,1/231
605,22,5507,100.1,23,10,1/167,1/239,1/551
606,4413,6254,123.5,37,29,1/95,1/169,1/216
671,-1029,3076,88.8,10,4,1/220,1/308,1/769
672,-1250,3841,89.2,10,7,1/226,1/384,1/549
673,-128,3359,98.7,11,11,1/153,1/305,1/305
674,-740,3638,93.2,11,7,1/202,1/331,1/520
675,1500,3808,113.1,19,10,1/131,1/200,1/381
676,-503,7051,97.6,24,22,1/153,1/294,1/321
677,-197,3193,97.9,11,9,1/160,1/290,1/355
678,-928,4309,92.8,12,11,1/187,1/359,1/392
679,810,5677,104.8,24,18,1/135,1/237,1/315
680,-486,2672,93.9,8,6,1/191,1/334,1/445
681,2144,6731,110.6,35,18,1/127,1/192,1/374
682,-480,3210,95.0,12,3,1/214,1/268,1/1070
683,74,6026,100.4,23,16,1/155,1/262,1/377
689,-717,5670,95.8,19,15,1/167,1/298,1/378
690,-1653,4817,88.6,11,14,1/193,1/438,1/344
691,935,3394,109.2,18,4,1/154,1/189,1/849
692,2105,7112,109.9,31,26,1/125,1/229,1/274
693,-647,1946,88.9,6,3,1/216,1/324,1/649
694,-1125,3365,88.9,10,5,1/224,1/337,1/673
695,-1070,2699,86.8,9,5,1/193,1/300,1/540
696,469,5898,102.7,24,18,1/140,1/246,1/328
697,1927,7416,108.7,35,21,1/132,1/212,1/353
698,-1466,2280,78.6,3,7,1/228,1/760,1/326
699,2013,8222,108.2,35,34,1/119,1/235,1/242
700,291,3628,102.7,16,7,1/158,1/227,1/518
701,-628,3599,94.2,13,8,1/171,1/277,1/450
