台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,173,4787,101.2%,19,13,1/150,1/252,1/368
545,-609,2513,91.9%,8,5,1/193,1/314,1/503
546,-865,2036,85.8%,6,2,1/255,1/339,1/1018
547,-238,542,85.4%,1,2,1/181,1/542,1/271
548,2881,7894,112.2%,41,25,1/120,1/193,1/316
549,-450,1892,92.1%,7,3,1/189,1/270,1/631
550,480,2498,106.4%,11,7,1/139,1/227,1/357
551,1228,4857,108.4%,24,13,1/131,1/202,1/374
552,-472,693,77.3%,1,2,1/231,1/693,1/347
553,-585,1603,87.8%,5,2,1/229,1/321,1/802
554,1592,8240,106.4%,30,43,1/113,1/275,1/192
555,-104,1088,96.8%,5,0,1/218,1/218,-
556,-67,4592,99.5%,17,11,1/164,1/270,1/417
557,-1119,1368,72.7%,2,1,1/456,1/684,1/1368
558,-520,3637,95.2%,13,7,1/182,1/280,1/520
559,877,4578,106.4%,22,13,1/131,1/208,1/352
560,-1405,2377,80.3%,4,3,1/340,1/594,1/792
561,-462,539,71.4%,0,2,1/270,-,1/270
562,-311,7280,98.6%,25,24,1/149,1/291,1/303
563,-1213,3414,88.2%,7,13,1/171,1/488,1/263
564,-566,1893,90%,5,3,1/237,1/379,1/631
565,-911,5481,94.5%,17,13,1/183,1/322,1/422
587,-1037,1886,81.7%,3,4,1/269,1/629,1/472
588,28,5681,100.2%,21,17,1/150,1/271,1/334
589,-709,2095,88.7%,5,6,1/190,1/419,1/349
590,-1322,3813,88.4%,10,7,1/224,1/381,1/545
591,-1070,1934,81.6%,3,5,1/242,1/645,1/387
592,-917,4452,93.1%,13,12,1/178,1/342,1/371
593,-363,2590,95.3%,8,9,1/152,1/324,1/288
594,391,7909,101.6%,26,36,1/128,1/304,1/220
595,-331,4211,97.4%,13,16,1/145,1/324,1/263
596,575,3784,105.1%,16,13,1/130,1/237,1/291
597,53,2236,100.8%,9,3,1/186,1/248,1/745
598,639,4283,105%,20,10,1/143,1/214,1/428
599,-944,1929,83.7%,4,3,1/276,1/482,1/643
600,-1014,1256,73.1%,0,4,1/314,-,1/314
601,-416,4696,97%,13,18,1/151,1/361,1/261
602,418,6872,102%,22,32,1/127,1/312,1/215
603,3504,6046,119.3%,30,34,1/94,1/202,1/178
604,821,5190,105.3%,21,21,1/124,1/247,1/247
605,-205,6225,98.9%,17,32,1/127,1/366,1/195
606,-446,3525,95.8%,12,11,1/153,1/294,1/320
671,-62,2228,99.1%,9,6,1/149,1/248,1/371
672,2051,5798,111.8%,31,13,1/132,1/187,1/446
673,-407,1363,90%,3,5,1/170,1/454,1/273
674,1437,5394,108.9%,27,15,1/128,1/200,1/360
675,-688,1163,80.3%,2,3,1/233,1/582,1/388
676,-606,2101,90.4%,7,3,1/210,1/300,1/700
677,262,3612,102.4%,15,8,1/157,1/241,1/452
678,-156,3202,98.4%,11,9,1/160,1/291,1/356
679,-587,1214,83.9%,2,3,1/243,1/607,1/405
680,731,5069,104.8%,22,14,1/141,1/230,1/362
681,-249,1344,93.8%,4,3,1/192,1/336,1/448
682,-760,1330,81%,4,0,1/333,1/333,-
683,2876,5282,118.1%,32,15,1/112,1/165,1/352
689,88,3384,100.9%,12,11,1/147,1/282,1/308
690,890,6758,104.4%,26,24,1/135,1/260,1/282
691,595,4193,104.7%,16,15,1/135,1/262,1/280
692,-793,1015,74%,1,3,1/254,1/1015,1/338
693,-1088,3737,90.3%,11,5,1/234,1/340,1/747
694,-774,2169,88.1%,6,3,1/241,1/362,1/723
695,81,2198,101.2%,9,5,1/157,1/244,1/440
696,171,5919,101%,21,23,1/135,1/282,1/257
697,836,3551,107.8%,18,5,1/154,1/197,1/710
698,28,1331,100.7%,6,0,1/222,1/222,-
699,1824,6664,109.1%,29,32,1/109,1/230,1/208
700,267,3972,102.2%,17,12,1/137,1/234,1/331
701,101,1202,102.8%,6,0,1/200,1/200,-
平均,16,3524,100.1%,13,11,1/148,1/271,1/326
