台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1032,5734,94%,16,19,1/164,1/358,1/302
545,1255,4917,108.5%,17,26,1/114,1/289,1/189
546,-643,2304,90.7%,5,11,1/144,1/461,1/209
547,1613,6600,108.1%,30,21,1/129,1/220,1/314
548,-299,5963,98.3%,23,12,1/170,1/259,1/497
549,295,4260,102.3%,18,11,1/147,1/237,1/387
550,-226,2775,97.3%,10,6,1/173,1/278,1/463
551,485,5616,102.9%,23,14,1/152,1/244,1/401
552,-119,1524,97.4%,7,1,1/191,1/218,1/1524
553,-127,5152,99.2%,18,16,1/152,1/286,1/322
554,1613,4174,112.9%,21,13,1/123,1/199,1/321
555,-943,3594,91.3%,9,12,1/171,1/399,1/300
556,-508,7266,97.7%,29,12,1/177,1/251,1/606
557,216,2812,102.6%,13,6,1/148,1/216,1/469
558,1608,7010,107.6%,32,23,1/127,1/219,1/305
559,-611,4476,95.4%,15,11,1/172,1/298,1/407
560,-638,1603,86.7%,2,8,1/160,1/802,1/200
561,189,5200,101.2%,21,13,1/153,1/248,1/400
562,-585,3294,94.1%,10,5,1/220,1/329,1/659
563,2473,9005,109.2%,37,40,1/117,1/243,1/225
564,1556,7540,106.9%,26,42,1/111,1/290,1/180
565,-320,1010,89.4%,3,1,1/253,1/337,1/1010
587,-701,5030,95.4%,18,11,1/173,1/279,1/457
588,-980,3749,91.3%,12,7,1/197,1/312,1/536
589,-735,1672,85.3%,4,3,1/239,1/418,1/557
590,1445,6759,107.1%,29,23,1/130,1/233,1/294
591,-623,1731,88%,5,2,1/247,1/346,1/866
592,-1580,2674,80.3%,5,5,1/267,1/535,1/535
593,666,3680,106%,16,9,1/147,1/230,1/409
594,-404,6496,97.9%,20,25,1/144,1/325,1/260
595,-450,1177,87.3%,3,2,1/235,1/392,1/589
596,1377,5565,108.2%,25,22,1/118,1/223,1/253
597,2619,6701,113%,37,19,1/120,1/181,1/353
598,-309,763,86.5%,2,1,1/254,1/382,1/763
599,-735,2045,88%,5,3,1/256,1/409,1/682
600,926,4307,107.2%,20,10,1/144,1/215,1/431
601,711,3333,107.1%,15,10,1/133,1/222,1/333
602,553,5555,103.3%,21,20,1/135,1/265,1/278
603,-81,8673,99.7%,27,39,1/131,1/321,1/222
604,1579,7288,107.2%,35,23,1/126,1/208,1/317
605,-664,585,62.2%,0,2,1/293,-,1/293
606,-1232,4557,91%,14,8,1/207,1/326,1/570
671,-646,892,75.9%,1,2,1/297,1/892,1/446
672,815,6208,104.4%,26,20,1/135,1/239,1/310
673,-559,715,73.9%,1,0,1/715,1/715,-
674,-270,3789,97.6%,14,6,1/189,1/271,1/632
675,510,3135,105.4%,14,8,1/143,1/224,1/392
676,-243,2800,97.1%,11,4,1/187,1/255,1/700
677,-708,3369,93%,10,10,1/168,1/337,1/337
678,186,6376,101%,24,23,1/136,1/266,1/277
679,316,5019,102.1%,17,19,1/139,1/295,1/264
680,3861,7495,117.2%,37,36,1/103,1/203,1/208
681,-359,4602,97.4%,15,15,1/153,1/307,1/307
682,128,1198,103.6%,5,2,1/171,1/240,1/599
683,-1003,5857,94.3%,20,15,1/167,1/293,1/390
689,-974,4560,92.9%,13,11,1/190,1/351,1/415
690,1366,6654,106.8%,27,26,1/126,1/246,1/256
691,1506,8555,105.9%,34,37,1/120,1/252,1/231
692,-171,3123,98.2%,12,7,1/164,1/260,1/446
693,-1472,3124,84.3%,7,9,1/195,1/446,1/347
694,-358,3813,96.9%,11,14,1/153,1/347,1/272
695,-838,4852,94.2%,14,13,1/180,1/347,1/373
696,-199,1748,96.2%,7,2,1/194,1/250,1/874
697,2242,7071,110.6%,30,34,1/110,1/236,1/208
698,-713,534,55.5%,0,1,1/534,-,1/534
699,-1197,3823,89.6%,9,13,1/174,1/425,1/294
700,-528,4122,95.7%,13,12,1/165,1/317,1/344
701,-890,1249,76.2%,1,2,1/416,1/1249,1/625
平均,95,4248,100.7%,16,13,1/146,1/270,1/318
