台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1907,7852,108.1%,37,22,1/133,1/212,1/357
545,90,3036,101.0%,11,8,1/160,1/276,1/380
546,-1318,3208,86.3%,7,9,1/201,1/458,1/356
547,36,6589,100.2%,24,23,1/140,1/275,1/286
548,-1335,4325,89.7%,10,16,1/166,1/433,1/270
549,1492,6020,108.3%,28,19,1/128,1/215,1/317
550,83,3291,100.8%,14,7,1/157,1/235,1/470
551,1698,6602,108.6%,32,13,1/147,1/206,1/508
552,1111,6088,106.1%,26,18,1/138,1/234,1/338
553,783,7047,103.7%,29,21,1/141,1/243,1/336
554,-207,5350,98.7%,22,7,1/184,1/243,1/764
555,1719,8521,106.7%,34,30,1/133,1/251,1/284
556,419,4579,103.1%,18,15,1/139,1/254,1/305
557,-1709,3447,83.5%,9,2,1/313,1/383,1/1724
558,-1176,1549,74.7%,3,0,1/516,1/516,-
559,-1022,4665,92.7%,15,8,1/203,1/311,1/583
560,-1903,4824,86.9%,11,12,1/210,1/439,1/402
561,-1334,1361,67.3%,1,1,1/681,1/1361,1/1361
562,-1883,2359,73.4%,3,4,1/337,1/786,1/590
563,1384,7208,106.4%,31,27,1/124,1/233,1/267
564,-899,2101,85.7%,5,4,1/233,1/420,1/525
565,1417,8375,105.6%,33,31,1/131,1/254,1/270
587,-135,7592,99.4%,28,18,1/165,1/271,1/422
588,-1017,3409,90.1%,10,6,1/213,1/341,1/568
589,-298,4461,97.8%,16,13,1/154,1/279,1/343
590,-299,2436,95.9%,7,8,1/162,1/348,1/305
591,821,6559,104.2%,26,27,1/124,1/252,1/243
592,-1021,4760,92.9%,13,18,1/154,1/366,1/264
593,-905,2583,88.3%,5,8,1/199,1/517,1/323
594,-155,4366,98.8%,16,12,1/156,1/273,1/364
595,196,7736,100.8%,29,23,1/149,1/267,1/336
596,-759,1532,83.5%,3,3,1/255,1/511,1/511
597,-1350,3289,86.3%,8,4,1/274,1/411,1/822
598,-630,5422,96.1%,18,18,1/151,1/301,1/301
599,-415,3282,95.8%,10,11,1/156,1/328,1/298
600,75,5353,100.5%,16,21,1/145,1/335,1/255
601,-1316,6311,93.0%,19,14,1/191,1/332,1/451
602,-1375,4514,89.8%,12,15,1/167,1/376,1/301
603,-804,5627,95.2%,18,16,1/166,1/313,1/352
604,-1087,4324,91.6%,12,13,1/173,1/360,1/333
605,-1284,2160,80.2%,5,2,1/309,1/432,1/1080
606,-109,4580,99.2%,20,7,1/170,1/229,1/654
671,-592,7456,97.4%,24,25,1/152,1/311,1/298
672,-1191,3189,87.6%,7,9,1/199,1/456,1/354
673,-666,1395,84.1%,4,1,1/279,1/349,1/1395
674,721,5963,104.0%,25,19,1/136,1/239,1/314
675,-891,2746,89.2%,7,7,1/196,1/392,1/392
676,2380,7652,110.4%,29,41,1/109,1/264,1/187
677,2944,8428,111.6%,42,30,1/117,1/201,1/281
678,-501,2302,92.7%,7,4,1/209,1/329,1/576
679,-805,1339,80.0%,3,3,1/223,1/446,1/446
680,-374,5902,97.9%,22,12,1/174,1/268,1/492
681,-957,3428,90.7%,9,10,1/180,1/381,1/343
682,437,3658,104.0%,14,15,1/126,1/261,1/244
683,-132,5805,99.2%,23,11,1/171,1/252,1/528
689,-595,8093,97.5%,27,24,1/159,1/300,1/337
690,-458,4933,96.9%,16,18,1/145,1/308,1/274
691,923,7637,104.0%,27,32,1/129,1/283,1/239
692,2648,8277,110.7%,37,37,1/112,1/224,1/224
693,-239,3581,97.8%,14,8,1/163,1/256,1/448
694,-784,5912,95.6%,21,14,1/169,1/282,1/422
695,-350,1712,93.2%,5,2,1/245,1/342,1/856
696,-49,3638,99.6%,14,10,1/152,1/260,1/364
697,-301,5649,98.2%,21,15,1/157,1/269,1/377
698,445,1960,107.6%,9,4,1/151,1/218,1/490
699,-612,3640,94.4%,13,5,1/202,1/280,1/728
700,-740,4589,94.6%,14,14,1/164,1/328,1/328
701,-2019,3777,82.2%,7,9,1/236,1/540,1/420
平均,-210,4726,98.5%,17,14,1/155,1/283,1/344
