台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1851,3953,84.4%,9,6,1/264,1/439,1/659
545,1681,6827,108.2%,30,22,1/131,1/228,1/310
546,-616,6133,96.7%,23,9,1/192,1/267,1/681
547,927,6657,104.6%,28,23,1/131,1/238,1/289
548,675,6588,103.4%,27,19,1/143,1/244,1/347
549,-467,1721,91.0%,6,2,1/215,1/287,1/861
550,-658,4424,95.0%,15,10,1/177,1/295,1/442
551,-963,4329,92.6%,11,14,1/173,1/394,1/309
552,-227,1982,96.2%,8,2,1/198,1/248,1/991
553,-521,5695,97.0%,19,16,1/163,1/300,1/356
554,-893,6251,95.2%,22,13,1/179,1/284,1/481
555,-867,8143,96.5%,28,21,1/166,1/291,1/388
556,-811,6481,95.8%,20,22,1/154,1/324,1/295
557,-281,7006,98.7%,24,22,1/152,1/292,1/318
558,-137,4799,99.0%,17,11,1/171,1/282,1/436
559,-890,3118,90.5%,8,11,1/164,1/390,1/283
560,-1120,2277,83.6%,4,7,1/207,1/569,1/325
561,626,7534,102.8%,30,21,1/148,1/251,1/359
562,-373,3399,96.3%,14,3,1/200,1/243,1/1133
563,-499,4147,96.0%,15,6,1/197,1/276,1/691
564,-1004,3564,90.6%,12,5,1/210,1/297,1/713
565,-1922,5905,89.2%,14,15,1/204,1/422,1/394
587,-673,7379,97.0%,24,26,1/148,1/307,1/284
588,-1762,3618,83.8%,6,9,1/241,1/603,1/402
589,-1093,2760,86.8%,6,8,1/197,1/460,1/345
590,1044,6690,105.2%,28,22,1/134,1/239,1/304
591,713,5288,104.5%,21,18,1/136,1/252,1/294
592,-952,2821,88.8%,8,7,1/188,1/353,1/403
593,1121,4078,109.2%,21,10,1/132,1/194,1/408
594,-713,5679,95.8%,21,10,1/183,1/270,1/568
595,-887,2029,85.4%,3,6,1/225,1/676,1/338
596,-99,7251,99.5%,25,26,1/142,1/290,1/279
597,-399,2045,93.5%,6,7,1/157,1/341,1/292
598,-519,6434,97.3%,24,13,1/174,1/268,1/495
599,-595,4942,96.0%,15,15,1/165,1/329,1/329
600,-698,2223,89.5%,7,3,1/222,1/318,1/741
601,-784,2270,88.5%,6,4,1/227,1/378,1/568
602,34,5441,100.2%,19,17,1/151,1/286,1/320
603,-429,3070,95.3%,8,10,1/171,1/384,1/307
604,-224,6286,98.8%,22,19,1/153,1/286,1/331
605,970,4775,106.8%,22,12,1/140,1/217,1/398
606,1219,7272,105.6%,32,21,1/137,1/227,1/346
671,-1145,3895,90.2%,12,8,1/195,1/325,1/487
672,-716,4686,94.9%,16,11,1/174,1/293,1/426
673,-445,3109,95.2%,11,4,1/207,1/283,1/777
674,-361,4541,97.4%,16,13,1/157,1/284,1/349
675,-795,3066,91.4%,11,1,1/256,1/279,1/3066
676,-1726,3520,83.7%,7,6,1/271,1/503,1/587
677,-1172,1691,76.9%,2,2,1/423,1/846,1/846
678,-1092,4972,92.7%,14,14,1/178,1/355,1/355
679,-440,4416,96.7%,16,8,1/184,1/276,1/552
680,346,4811,102.4%,21,13,1/142,1/229,1/370
681,833,3361,108.3%,18,5,1/146,1/187,1/672
682,1180,8501,104.6%,33,34,1/127,1/258,1/250
683,-1211,4716,91.4%,15,9,1/197,1/314,1/524
689,-629,4938,95.8%,16,12,1/176,1/309,1/412
690,597,7272,102.7%,28,23,1/143,1/260,1/316
691,303,3620,102.8%,15,11,1/139,1/241,1/329
692,290,5570,101.7%,24,12,1/155,1/232,1/464
693,-652,3950,94.5%,13,11,1/165,1/304,1/359
694,347,5595,102.1%,23,14,1/151,1/243,1/400
695,-1666,2919,81.0%,5,5,1/292,1/584,1/584
696,-44,3969,99.6%,16,7,1/173,1/248,1/567
697,-973,4759,93.2%,14,13,1/176,1/340,1/366
698,-838,2163,87.1%,5,5,1/216,1/433,1/433
699,-1088,3833,90.5%,11,9,1/192,1/348,1/426
700,-1492,3593,86.2%,6,13,1/189,1/599,1/276
701,1032,2998,111.5%,17,5,1/136,1/176,1/600
平均,-389,4614,97.2%,16,12,1/165,1/287,1/387
