台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-928,4083,92.4%,14,4,1/227,1/292,1/1021
545,137,6908,100.7%,25,21,1/150,1/276,1/329
546,-2208,4682,84.3%,11,9,1/234,1/426,1/520
547,-1827,5030,87.9%,14,6,1/252,1/359,1/838
548,-593,5077,96.1%,20,8,1/181,1/254,1/635
549,-254,6940,98.8%,27,17,1/158,1/257,1/408
550,1297,7922,105.5%,34,26,1/132,1/233,1/305
551,1249,7627,105.5%,32,30,1/123,1/238,1/254
552,-925,4169,92.6%,14,4,1/232,1/298,1/1042
553,2030,7929,108.5%,35,25,1/132,1/227,1/317
554,-792,5754,95.4%,21,8,1/198,1/274,1/719
555,-2346,3926,80.1%,8,8,1/245,1/491,1/491
556,-1444,4076,88.2%,10,11,1/194,1/408,1/371
557,852,6784,104.2%,33,11,1/154,1/206,1/617
558,1591,7038,107.5%,30,27,1/123,1/235,1/261
559,1398,8565,105.4%,38,24,1/138,1/225,1/357
560,1524,7145,107.1%,30,22,1/137,1/238,1/325
561,-203,6616,99%,23,23,1/144,1/288,1/288
562,2772,8850,110.4%,37,41,1/113,1/239,1/216
563,1068,6396,105.6%,26,24,1/128,1/246,1/267
564,-2747,4414,79.3%,8,7,1/294,1/552,1/631
565,-1862,5197,88.1%,12,9,1/247,1/433,1/577
587,-2610,9479,90.8%,26,22,1/197,1/365,1/431
588,239,7247,101.1%,31,15,1/158,1/234,1/483
589,-355,6084,98.1%,22,16,1/160,1/277,1/380
590,-842,5292,94.7%,18,10,1/189,1/294,1/529
591,1400,6151,107.6%,29,16,1/137,1/212,1/384
592,1468,7106,106.9%,30,25,1/129,1/237,1/284
593,2214,7657,109.6%,35,29,1/120,1/219,1/264
594,-350,6441,98.2%,22,19,1/157,1/293,1/339
595,299,7768,101.3%,32,18,1/155,1/243,1/432
596,-849,4328,93.5%,14,8,1/197,1/309,1/541
597,-1740,7415,92.2%,24,19,1/172,1/309,1/390
598,-940,3398,90.8%,8,10,1/189,1/425,1/340
599,95,7875,100.4%,28,25,1/149,1/281,1/315
600,-1074,7548,95.3%,24,18,1/180,1/315,1/419
601,-2185,3396,78.6%,4,8,1/283,1/849,1/425
602,-1513,7706,93.5%,25,15,1/193,1/308,1/514
603,920,8426,103.6%,30,39,1/122,1/281,1/216
604,-561,6074,96.9%,20,20,1/152,1/304,1/304
605,756,8192,103.1%,29,34,1/130,1/282,1/241
606,-492,6626,97.5%,23,19,1/158,1/288,1/349
671,1986,7285,109.1%,35,17,1/140,1/208,1/429
672,-1126,5186,92.8%,16,11,1/192,1/324,1/471
673,-1336,3700,88%,10,5,1/247,1/370,1/740
674,-1763,4612,87.3%,15,6,1/220,1/307,1/769
675,-709,5801,95.9%,22,7,1/200,1/264,1/829
676,3069,7363,113.9%,38,25,1/117,1/194,1/295
677,651,7170,103%,23,34,1/126,1/312,1/211
678,1591,8775,106%,31,48,1/111,1/283,1/183
679,1916,6665,109.6%,30,26,1/119,1/222,1/256
680,623,5599,103.7%,24,10,1/165,1/233,1/560
681,727,7240,103.3%,31,16,1/154,1/234,1/453
682,1083,4908,107.4%,25,9,1/144,1/196,1/545
683,-564,7570,97.5%,26,23,1/154,1/291,1/329
689,1294,9556,104.5%,35,43,1/123,1/273,1/222
690,3033,7259,113.9%,34,34,1/107,1/214,1/214
691,2075,7184,109.6%,36,16,1/138,1/200,1/449
692,-1477,5799,91.5%,17,11,1/207,1/341,1/527
693,-790,6869,96.2%,23,19,1/164,1/299,1/362
694,-535,5974,97%,23,15,1/157,1/260,1/398
695,-1827,2653,77%,6,2,1/332,1/442,1/1327
696,-850,6021,95.3%,18,14,1/188,1/335,1/430
697,2267,8871,108.5%,35,39,1/120,1/253,1/227
698,-1390,4150,88.8%,13,6,1/218,1/319,1/692
699,-2631,4145,78.8%,7,9,1/259,1/592,1/461
700,-1198,6097,93.5%,19,15,1/179,1/321,1/406
701,734,7294,103.4%,30,21,1/143,1/243,1/347
平均,-51,6369,99.7%,24,18,1/153,1/271,1/352
