台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1228,3585,88.6%,10,8,1/199,1/359,1/448
545,-261,6191,98.6%,20,21,1/151,1/310,1/295
546,-320,3948,97.3%,13,12,1/158,1/304,1/329
547,2167,6939,110.4%,28,34,1/112,1/248,1/204
548,1314,7229,106.1%,27,32,1/123,1/268,1/226
549,1632,5375,110.1%,26,15,1/131,1/207,1/358
550,-574,3694,94.8%,14,7,1/176,1/264,1/528
551,-629,5401,96.1%,19,13,1/169,1/284,1/415
552,852,7195,103.9%,29,19,1/150,1/248,1/379
553,-101,4267,99.2%,16,10,1/164,1/267,1/427
554,839,4459,106.3%,21,9,1/149,1/212,1/495
555,868,8601,103.4%,29,36,1/132,1/297,1/239
556,-103,5862,99.4%,20,21,1/143,1/293,1/279
557,-91,3715,99.2%,14,9,1/162,1/265,1/413
558,1133,8170,104.6%,34,29,1/130,1/240,1/282
559,-980,3803,91.4%,9,12,1/181,1/423,1/317
560,-167,7687,99.3%,26,32,1/133,1/296,1/240
561,2240,6881,110.9%,27,36,1/109,1/255,1/191
562,-371,3831,96.8%,13,9,1/174,1/295,1/426
563,-568,3210,94.1%,9,11,1/161,1/357,1/292
564,-1000,7420,95.5%,21,31,1/143,1/353,1/239
565,-931,5489,94.3%,17,14,1/177,1/323,1/392
587,-596,5494,96.4%,16,20,1/153,1/343,1/275
588,-15,6503,99.9%,23,21,1/148,1/283,1/310
589,299,5205,101.9%,22,14,1/145,1/237,1/372
590,-1635,2865,81.0%,4,11,1/191,1/716,1/260
591,-381,3869,96.7%,16,4,1/193,1/242,1/967
592,285,5533,101.7%,21,19,1/138,1/263,1/291
593,-1615,3816,85.9%,10,5,1/254,1/382,1/763
594,-1742,3291,82.4%,6,11,1/194,1/549,1/299
595,5032,6671,125.1%,44,23,1/100,1/152,1/290
596,-632,3152,93.3%,10,6,1/197,1/315,1/525
597,1119,6512,105.7%,28,21,1/133,1/233,1/310
598,1184,6491,106.1%,29,19,1/135,1/224,1/342
599,-210,2435,97.1%,9,5,1/174,1/271,1/487
600,1474,6838,107.2%,30,27,1/120,1/228,1/253
601,2339,8258,109.4%,32,44,1/109,1/258,1/188
602,504,4924,103.4%,21,12,1/149,1/234,1/410
603,-1178,4248,90.8%,13,10,1/185,1/327,1/425
604,-22,6457,99.9%,23,21,1/147,1/281,1/307
605,-891,3238,90.8%,10,7,1/190,1/324,1/463
606,60,7721,100.3%,28,21,1/158,1/276,1/368
671,1383,7540,106.1%,32,25,1/132,1/236,1/302
672,1416,6154,107.7%,30,14,1/140,1/205,1/440
673,-710,4308,94.5%,13,16,1/149,1/331,1/269
674,-1213,5021,91.9%,16,9,1/201,1/314,1/558
675,1521,6516,107.8%,31,18,1/133,1/210,1/362
676,-104,1632,97.9%,7,1,1/204,1/233,1/1632
677,-1669,4870,88.6%,14,9,1/212,1/348,1/541
678,942,4245,107.4%,23,6,1/146,1/185,1/708
679,-1937,4018,83.9%,8,12,1/201,1/502,1/335
680,307,3329,103.1%,14,7,1/159,1/238,1/476
681,-150,5988,99.2%,24,13,1/162,1/250,1/461
682,2295,6903,111.1%,36,20,1/123,1/192,1/345
683,-1104,4821,92.4%,16,8,1/201,1/301,1/603
689,-649,4508,95.2%,15,13,1/161,1/301,1/347
690,1045,7433,104.7%,30,24,1/138,1/248,1/310
691,-330,5294,97.9%,17,20,1/143,1/311,1/265
692,342,5154,102.2%,19,18,1/139,1/271,1/286
693,-473,4494,96.5%,12,19,1/145,1/375,1/237
694,-406,6001,97.7%,21,14,1/171,1/286,1/429
695,-908,3332,90.9%,10,7,1/196,1/333,1/476
696,-186,5027,98.8%,17,15,1/157,1/296,1/335
697,-1017,3113,89.1%,9,5,1/222,1/346,1/623
698,-410,3896,96.5%,12,12,1/162,1/325,1/325
699,79,6543,100.4%,25,21,1/142,1/262,1/312
700,0,6938,100.0%,24,28,1/133,1/289,1/248
701,2170,9324,107.8%,43,26,1/135,1/217,1/359
