台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,2214,4868,115.2%,23,25,1/101,1/212,1/195
545,303,3723,102.7%,13,17,1/124,1/286,1/219
546,78,6238,100.4%,24,18,1/149,1/260,1/347
547,-344,220,47.9%,0,0,-,-,-
548,989,4207,107.8%,19,14,1/127,1/221,1/301
549,392,5144,102.5%,22,12,1/151,1/234,1/429
550,343,1304,108.8%,7,0,1/186,1/186,-
551,2315,8453,109.1%,39,26,1/130,1/217,1/325
552,1766,2500,123.5%,16,4,1/125,1/156,1/625
553,-53,1033,98.3%,4,3,1/148,1/258,1/344
554,484,4451,103.6%,19,15,1/131,1/234,1/297
555,3089,6462,115.9%,30,31,1/106,1/215,1/208
556,-384,345,62.9%,0,0,-,-,-
557,650,4262,105.1%,19,10,1/147,1/224,1/426
558,-373,1576,92.1%,4,4,1/197,1/394,1/394
559,-246,1110,92.6%,3,3,1/185,1/370,1/370
560,1263,6432,106.5%,25,30,1/117,1/257,1/214
561,-325,3936,97.2%,11,16,1/146,1/358,1/246
562,-453,1110,86.4%,2,2,1/278,1/555,1/555
563,-1375,4130,88.9%,12,9,1/197,1/344,1/459
564,-225,366,79.5%,1,0,1/366,1/366,-
565,1016,5119,106.6%,24,11,1/146,1/213,1/465
587,-620,2588,92.0%,6,11,1/152,1/431,1/235
588,2666,6363,114.0%,30,29,1/108,1/212,1/219
589,1079,4796,107.5%,21,18,1/123,1/228,1/266
590,-134,530,91.6%,2,0,1/265,1/265,-
591,1596,5189,110.3%,28,14,1/124,1/185,1/371
592,-617,1088,81.1%,2,2,1/272,1/544,1/544
593,-335,275,59.4%,0,0,-,-,-
594,-219,6694,98.9%,20,30,1/134,1/335,1/223
595,-364,684,82.3%,2,0,1/342,1/342,-
596,-1252,1783,76.6%,4,2,1/297,1/446,1/892
597,-825,1949,85.9%,4,6,1/195,1/487,1/325
598,-484,683,76.4%,1,2,1/228,1/683,1/342
599,-868,2810,89.7%,8,6,1/201,1/351,1/468
600,-108,1585,97.7%,5,5,1/159,1/317,1/317
601,1066,4510,107.9%,19,18,1/122,1/237,1/251
602,-117,4108,99.1%,13,17,1/137,1/316,1/242
603,-259,5698,98.5%,19,20,1/146,1/300,1/285
604,-1119,3282,88.6%,6,13,1/173,1/547,1/252
605,-505,619,72.8%,1,1,1/310,1/619,1/619
606,-1300,3128,86.1%,7,9,1/196,1/447,1/348
671,-362,530,77.2%,1,0,1/530,1/530,-
672,-1058,2289,84.6%,5,5,1/229,1/458,1/458
673,2121,5712,112.4%,30,18,1/119,1/190,1/317
674,673,899,125.0%,5,5,1/90,1/180,1/180
675,1962,6834,109.6%,29,32,1/112,1/236,1/214
676,-178,371,84.0%,1,0,1/371,1/371,-
677,292,2151,104.5%,10,5,1/143,1/215,1/430
678,-558,2137,91.3%,5,7,1/178,1/427,1/305
679,-999,1384,75.9%,2,1,1/461,1/692,1/1384
680,-162,581,90.7%,2,1,1/194,1/291,1/581
681,1626,6903,107.9%,31,21,1/133,1/223,1/329
682,126,3783,101.1%,15,10,1/151,1/252,1/378
683,-425,1639,91.4%,5,3,1/205,1/328,1/546
689,-1124,5273,92.9%,15,14,1/182,1/352,1/377
690,-839,3315,91.6%,9,10,1/174,1/368,1/332
691,-642,434,50.7%,0,0,-,-,-
692,-54,3461,99.5%,13,8,1/165,1/266,1/433
693,483,3097,105.2%,15,8,1/135,1/206,1/387
694,-505,5879,97.1%,20,15,1/168,1/294,1/392
695,-393,535,75.5%,1,0,1/535,1/535,-
696,-500,1346,87.6%,4,2,1/224,1/337,1/673
697,34,546,102.1%,3,0,1/182,1/182,1/182
698,4578,6594,123.1%,40,27,1/98,1/165,1/244
699,-405,425,68.2%,0,2,1/213,-,1/213
700,-422,477,70.5%,0,2,1/239,-,1/239
701,-556,817,77.3%,1,2,1/272,1/817,1/409
平均,164,2982,101.8%,11,10,1/142,1/261,1/311
