台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1781,3041,80.5%,6,6,1/253,1/507,1/507
545,1307,7209,106%,30,23,1/136,1/240,1/313
546,-357,5637,97.9%,19,16,1/161,1/297,1/352
547,-968,5242,93.8%,16,16,1/164,1/328,1/328
548,2239,5345,114%,29,17,1/116,1/184,1/314
549,-740,4472,94.5%,16,5,1/213,1/280,1/894
550,-857,4425,93.5%,11,14,1/177,1/402,1/316
551,2802,6037,115.5%,32,25,1/106,1/189,1/241
552,-1407,7758,94%,20,34,1/144,1/388,1/228
553,2406,5312,115.1%,30,11,1/130,1/177,1/483
554,-245,3858,97.9%,16,6,1/175,1/241,1/643
555,-531,5917,97%,21,14,1/169,1/282,1/423
556,14,6353,100.1%,23,16,1/163,1/276,1/397
557,69,4120,100.6%,16,12,1/147,1/258,1/343
558,838,6094,104.6%,28,17,1/135,1/218,1/358
559,2291,7952,109.6%,35,29,1/124,1/227,1/274
560,1436,6413,107.5%,29,16,1/143,1/221,1/401
561,-1090,2251,83.9%,5,4,1/250,1/450,1/563
562,-2111,2957,76.2%,4,8,1/246,1/739,1/370
563,189,5610,101.1%,25,6,1/181,1/224,1/935
564,-832,2590,89.3%,7,7,1/185,1/370,1/370
565,-1686,5663,90.1%,16,15,1/183,1/354,1/378
587,2758,8333,111%,36,40,1/110,1/231,1/208
588,-793,6700,96.1%,18,26,1/152,1/372,1/258
589,634,4253,105%,17,17,1/125,1/250,1/250
590,-1194,4848,91.8%,14,15,1/167,1/346,1/323
591,-886,3280,91%,7,12,1/173,1/469,1/273
592,-592,5145,96.2%,17,12,1/177,1/303,1/429
593,-982,5881,94.4%,16,20,1/163,1/368,1/294
594,-273,6694,98.6%,26,17,1/156,1/257,1/394
595,-355,7993,98.5%,26,28,1/148,1/307,1/285
596,-402,4172,96.8%,16,7,1/181,1/261,1/596
597,-1248,1885,77.9%,2,5,1/269,1/943,1/377
598,-1810,4942,87.8%,11,13,1/206,1/449,1/380
599,-946,4744,93.4%,18,6,1/198,1/264,1/791
600,1079,8485,104.2%,33,30,1/135,1/257,1/283
601,-750,3035,91.8%,8,10,1/169,1/379,1/304
602,2667,9470,109.4%,39,40,1/120,1/243,1/237
603,-939,5503,94.3%,17,14,1/178,1/324,1/393
604,2875,6710,114.3%,37,16,1/127,1/181,1/419
605,-1691,2067,72.7%,2,5,1/295,1/1034,1/413
606,373,8293,101.5%,29,26,1/151,1/286,1/319
671,884,4805,106.1%,23,13,1/133,1/209,1/370
672,-99,3141,98.9%,12,6,1/175,1/262,1/524
673,-1622,6525,91.7%,18,22,1/163,1/363,1/297
674,-664,4363,94.9%,13,12,1/175,1/336,1/364
675,-919,5637,94.6%,13,25,1/148,1/434,1/225
676,798,3461,107.7%,18,7,1/138,1/192,1/494
677,-1340,4452,90%,9,19,1/159,1/495,1/234
678,1887,7305,108.6%,37,18,1/133,1/197,1/406
679,-614,4552,95.5%,14,14,1/163,1/325,1/325
680,1103,6002,106.1%,25,18,1/140,1/240,1/333
681,-1474,2314,78.8%,4,4,1/289,1/579,1/579
682,-1810,2911,79.3%,6,3,1/323,1/485,1/970
683,-843,5852,95.2%,21,11,1/183,1/279,1/532
689,-1996,3962,83.2%,8,8,1/248,1/495,1/495
690,-477,5218,97%,20,11,1/168,1/261,1/474
691,950,3994,107.9%,18,13,1/129,1/222,1/307
692,-1336,3201,86.1%,9,6,1/213,1/356,1/534
693,-947,5071,93.8%,19,8,1/188,1/267,1/634
694,215,4295,101.7%,20,6,1/165,1/215,1/716
695,1149,6929,105.5%,28,25,1/131,1/247,1/277
696,3861,7601,116.9%,39,29,1/112,1/195,1/262
697,377,1759,107.1%,9,4,1/135,1/195,1/440
698,1897,6997,109%,34,20,1/130,1/206,1/350
699,-1110,3232,88.6%,8,11,1/170,1/404,1/294
700,-1144,5926,93.6%,16,21,1/160,1/370,1/282
701,389,7117,101.8%,26,24,1/142,1/274,1/297
平均,-64,5196,99.6%,19,15,1/152,1/274,1/342
