台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,726,6415,103.8,29,12,1/156,1/221,1/535
545,-99,579,94.3,2,1,1/193,1/290,1/579
546,-159,4053,98.7,13,16,1/140,1/312,1/253
547,-854,1391,79.5,2,5,1/199,1/696,1/278
548,-664,712,68.9,0,2,1/356,-,1/356
549,-1725,3076,81.3,5,5,1/308,1/615,1/615
550,0,1695,100.0,7,4,1/154,1/242,1/424
551,981,7703,104.2,33,19,1/148,1/233,1/405
552,-675,663,66.1,0,1,1/663,-,1/663
553,-919,938,67.3,0,2,1/469,-,1/469
554,1188,4096,109.7,16,17,1/124,1/256,1/241
555,-809,3174,91.5,9,10,1/167,1/353,1/317
556,-241,729,89.0,2,1,1/243,1/365,1/729
557,116,2472,101.6,10,4,1/177,1/247,1/618
558,-193,1910,96.6,6,5,1/174,1/318,1/382
559,-181,4904,98.8,19,10,1/169,1/258,1/490
560,156,1321,103.9,6,2,1/165,1/220,1/661
561,1210,3758,110.7,21,6,1/139,1/179,1/626
562,-104,733,95.3,3,0,1/244,1/244,-
563,1227,6768,106.0,28,21,1/138,1/242,1/322
564,-465,536,71.1,1,0,1/536,1/536,-
565,-1017,1561,78.3,3,3,1/260,1/520,1/520
587,290,3751,102.6,14,11,1/150,1/268,1/341
588,976,1853,117.6,13,1,1/132,1/143,1/1853
589,-70,2859,99.2,12,3,1/191,1/238,1/953
590,-402,1591,91.6,4,5,1/177,1/398,1/318
591,-723,3808,93.7,12,12,1/159,1/317,1/317
592,-587,2876,93.2,11,3,1/205,1/261,1/959
593,-562,1470,87.3,3,4,1/210,1/490,1/368
594,1960,5888,111.1,30,14,1/134,1/196,1/421
595,72,5504,100.4,19,19,1/145,1/290,1/290
596,1280,3816,111.2,20,7,1/141,1/191,1/545
597,194,2234,102.9,11,4,1/149,1/203,1/559
598,-204,5881,98.8,20,19,1/151,1/294,1/310
599,133,2765,101.6,9,11,1/138,1/307,1/251
600,-608,1669,87.9,3,6,1/185,1/556,1/278
601,2003,5819,111.5,28,20,1/121,1/208,1/291
602,-680,913,75.2,2,0,1/457,1/457,-
603,119,4357,100.9,16,14,1/145,1/272,1/311
604,2268,4639,116.3,27,11,1/122,1/172,1/422
605,558,4637,104.0,19,12,1/150,1/244,1/386
606,-743,1272,80.5,2,3,1/254,1/636,1/424
671,-305,1872,94.6,6,3,1/208,1/312,1/624
672,-467,2010,92.3,6,3,1/223,1/335,1/670
673,-1984,2450,73.0,4,3,1/350,1/613,1/817
674,1078,2267,115.9,14,4,1/126,1/162,1/567
675,-593,3038,93.5,11,7,1/169,1/276,1/434
676,-606,2578,92.2,8,6,1/184,1/322,1/430
677,-419,3187,95.6,10,10,1/159,1/319,1/319
678,-378,4627,97.3,17,11,1/165,1/272,1/421
679,-549,885,79.3,1,1,1/443,1/885,1/885
680,-602,1000,79.9,1,2,1/333,1/1000,1/500
681,-228,2711,97.2,11,5,1/169,1/246,1/542
682,-773,1387,81.4,3,3,1/231,1/462,1/462
683,-1156,1906,79.8,3,4,1/272,1/635,1/477
689,-114,4409,99.1,16,10,1/170,1/276,1/441
690,-786,761,65.6,0,1,1/761,-,1/761
691,569,2533,107.5,12,8,1/127,1/211,1/317
692,-373,2069,94.0,6,7,1/159,1/345,1/296
693,185,6308,101.0,23,18,1/154,1/274,1/350
694,-53,2013,99.1,9,3,1/168,1/224,1/671
695,-99,3593,99.1,13,8,1/171,1/276,1/449
696,-392,500,73.9,1,0,1/500,1/500,-
697,-265,1819,95.1,7,3,1/182,1/260,1/606
698,-512,994,82.8,2,3,1/199,1/497,1/331
699,1823,7357,108.3,33,23,1/131,1/223,1/320
700,-391,456,71.4,1,0,1/456,1/456,-
701,-68,862,97.4,3,1,1/216,1/287,1/862
平均,-69,2800,99.2,10,7,1/161,1/268,1/403
