台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-454,5154,97.1,19,13,1/161,1/271,1/396
545,1468,8443,105.8,32,36,1/124,1/264,1/235
546,1977,6091,110.8,26,28,1/113,1/234,1/218
547,-1583,2094,74.8,1,6,1/299,1/2094,1/349
548,-86,7505,99.6,28,24,1/144,1/268,1/313
549,-375,3441,96.4,13,8,1/164,1/265,1/430
550,-29,5129,99.8,19,15,1/151,1/270,1/342
551,1490,6205,108.0,28,20,1/129,1/222,1/310
552,731,4885,105.0,22,13,1/140,1/222,1/376
553,1103,5704,106.4,24,20,1/130,1/238,1/285
554,-230,7604,99.0,30,18,1/158,1/253,1/422
555,-290,5677,98.3,23,9,1/177,1/247,1/631
556,-1105,1738,78.8,3,3,1/290,1/579,1/579
557,275,4680,102.0,19,11,1/156,1/246,1/425
558,-426,5777,97.5,19,17,1/160,1/304,1/340
559,-158,2363,97.8,8,8,1/148,1/295,1/295
560,-721,4411,94.6,15,10,1/176,1/294,1/441
561,2591,7269,111.9,36,25,1/119,1/202,1/291
562,1154,8020,104.8,31,31,1/129,1/259,1/259
563,-324,5020,97.8,16,21,1/136,1/314,1/239
564,3185,8413,112.6,42,31,1/115,1/200,1/271
565,-2399,4138,80.7,8,8,1/259,1/517,1/517
587,-416,5635,97.5,20,12,1/176,1/282,1/470
588,1238,5257,107.8,24,18,1/125,1/219,1/292
589,-488,3014,94.6,10,6,1/188,1/301,1/502
590,644,6161,103.5,29,9,1/162,1/212,1/685
591,-16,4824,99.9,17,13,1/161,1/284,1/371
592,2734,7271,112.5,32,34,1/110,1/227,1/214
593,2173,8545,108.5,36,33,1/124,1/237,1/259
594,594,5357,103.7,24,12,1/149,1/223,1/446
595,-308,2807,96.3,10,6,1/175,1/281,1/468
596,2030,8176,108.3,36,30,1/124,1/227,1/273
597,-1126,4540,91.7,11,17,1/162,1/413,1/267
598,854,6354,104.5,25,25,1/127,1/254,1/254
599,1191,6768,105.9,29,20,1/138,1/233,1/338
600,-465,3967,96.1,15,7,1/180,1/264,1/567
601,-1192,4095,90.3,10,11,1/195,1/410,1/372
602,806,6826,103.9,29,19,1/142,1/235,1/359
603,-1120,3500,89.3,8,10,1/194,1/438,1/350
604,-31,5646,99.8,19,18,1/153,1/297,1/314
605,360,4837,102.5,21,11,1/151,1/230,1/440
606,1965,5715,111.5,27,22,1/117,1/212,1/260
671,-844,4175,93.3,14,8,1/190,1/298,1/522
672,-1333,5114,91.3,16,10,1/197,1/320,1/511
673,-1728,3242,82.2,6,6,1/270,1/540,1/540
674,-437,5459,97.3,20,14,1/161,1/273,1/390
675,-702,3544,93.4,12,8,1/177,1/295,1/443
676,-383,1622,92.1,6,0,1/270,1/270,-
677,900,7086,104.2,31,20,1/139,1/229,1/354
678,857,6604,104.3,25,29,1/122,1/264,1/228
679,867,7998,103.6,33,26,1/136,1/242,1/308
680,2243,5737,113.0,25,25,1/115,1/229,1/229
681,-1023,3166,89.2,9,6,1/211,1/352,1/528
682,-598,6267,96.8,18,21,1/161,1/348,1/298
683,-1809,3589,83.2,8,5,1/276,1/449,1/718
689,4415,7553,119.5,40,36,1/99,1/189,1/210
690,-2014,7653,91.2,15,40,1/139,1/510,1/191
691,1435,6516,107.3,25,26,1/128,1/261,1/251
692,1012,6106,105.5,27,16,1/142,1/226,1/382
693,-481,3303,95.1,12,5,1/194,1/275,1/661
694,-1817,4856,87.5,13,9,1/221,1/374,1/540
695,514,6821,102.5,30,17,1/145,1/227,1/401
696,-372,3053,95.9,12,3,1/204,1/254,1/1018
697,-1316,3035,85.5,10,5,1/202,1/304,1/607
698,67,5750,100.4,24,13,1/155,1/240,1/442
699,284,7328,101.3,27,25,1/141,1/271,1/293
700,784,3895,106.7,18,10,1/139,1/216,1/390
701,-139,6107,99.2,20,17,1/165,1/305,1/359
平均,200,5362,101.2,20,16,1/146,1/262,1/329
