台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1245,8337,105%,32,28,1/139,1/261,1/298
545,414,2500,105.5%,13,2,1/167,1/192,1/1250
546,-148,3753,98.7%,13,11,1/156,1/289,1/341
547,-93,4847,99.4%,16,18,1/143,1/303,1/269
548,-398,1090,87.8%,3,3,1/182,1/363,1/363
549,-70,651,96.4%,2,2,1/163,1/326,1/326
550,1209,7269,105.5%,25,39,1/114,1/291,1/186
551,3656,8136,115%,38,33,1/115,1/214,1/247
552,-340,1063,89.3%,4,0,1/266,1/266,-
553,-158,1125,95.3%,4,3,1/161,1/281,1/375
554,1232,5968,106.9%,29,14,1/139,1/206,1/426
555,-639,669,68.2%,1,0,1/669,1/669,-
556,-750,1171,78.7%,2,3,1/234,1/586,1/390
557,-2113,5335,86.8%,14,12,1/205,1/381,1/445
558,-736,3608,93.2%,11,11,1/164,1/328,1/328
559,-1422,3202,85.2%,5,14,1/169,1/640,1/229
560,464,1311,111.8%,6,5,1/119,1/219,1/262
561,88,3407,100.9%,13,7,1/170,1/262,1/487
562,430,3269,104.4%,15,5,1/163,1/218,1/654
563,815,2341,111.6%,12,5,1/138,1/195,1/468
564,1715,6615,108.6%,27,28,1/120,1/245,1/236
565,626,6580,103.2%,25,28,1/124,1/263,1/235
587,-222,1582,95.3%,6,0,1/264,1/264,-
588,-364,5043,97.6%,15,19,1/148,1/336,1/265
589,144,2780,101.7%,12,7,1/146,1/232,1/397
590,137,2987,101.5%,11,9,1/149,1/272,1/332
591,-358,3060,96.1%,10,10,1/153,1/306,1/306
592,701,6872,103.4%,26,28,1/127,1/264,1/245
593,-272,429,78.9%,1,0,1/429,1/429,-
594,709,2471,109.6%,13,6,1/130,1/190,1/412
595,1263,4510,109.3%,19,16,1/129,1/237,1/282
596,-309,726,85.8%,2,1,1/242,1/363,1/726
597,-566,3450,94.5%,13,8,1/164,1/265,1/431
598,-878,1285,77.2%,1,5,1/214,1/1285,1/257
599,1523,7795,106.5%,31,31,1/126,1/251,1/251
600,-167,1455,96.2%,3,8,1/132,1/485,1/182
601,238,2484,103.2%,10,9,1/131,1/248,1/276
602,-564,2901,93.5%,11,4,1/193,1/264,1/725
603,42,2075,100.7%,10,2,1/173,1/208,1/1038
604,1170,7221,105.4%,32,17,1/147,1/226,1/425
605,-293,1149,91.5%,3,3,1/192,1/383,1/383
606,-204,5248,98.7%,20,10,1/175,1/262,1/525
671,-561,375,50.1%,0,0,-,-,-
672,-402,3778,96.5%,11,13,1/157,1/343,1/291
673,-745,1198,79.3%,2,2,1/300,1/599,1/599
674,-57,495,96.2%,2,1,1/165,1/248,1/495
675,-2,4953,100%,19,13,1/155,1/261,1/381
676,-408,2549,94.7%,10,3,1/196,1/255,1/850
677,-1068,3641,90.2%,11,7,1/202,1/331,1/520
678,-583,521,62.7%,0,1,1/521,-,1/521
679,1863,6118,110.2%,31,17,1/127,1/197,1/360
680,1399,3492,113.4%,16,14,1/116,1/218,1/249
681,-462,5345,97.1%,16,20,1/148,1/334,1/267
682,-1261,2467,83%,5,5,1/247,1/493,1/493
683,-244,3659,97.8%,16,6,1/166,1/229,1/610
689,-1267,4780,91.2%,13,13,1/184,1/368,1/368
690,-653,1349,83.9%,3,2,1/270,1/450,1/675
691,215,3789,101.9%,15,10,1/152,1/253,1/379
692,-550,1630,88.8%,4,5,1/181,1/408,1/326
693,749,3432,107.3%,16,7,1/149,1/215,1/490
694,0,4068,100%,15,16,1/131,1/271,1/254
695,3120,5005,120.8%,29,17,1/109,1/173,1/294
696,616,4802,104.3%,21,10,1/155,1/229,1/480
697,-333,7339,98.5%,27,22,1/150,1/272,1/334
698,-348,321,63.9%,0,0,-,-,-
699,551,5936,103.1%,25,15,1/148,1/237,1/396
700,-410,3160,95.7%,9,11,1/158,1/351,1/287
701,-1547,5120,89.9%,13,14,1/190,1/394,1/366
平均,64,3487,100.6%,13,10,1/149,1/267,1/335
