台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1402,6381,107.3%,26,26,1/123,1/245,1/245
545,-333,3765,97.1%,14,8,1/171,1/269,1/471
546,-428,5821,97.5%,18,19,1/157,1/323,1/306
547,-303,3477,97.1%,13,5,1/193,1/267,1/695
548,-1229,3370,87.8%,7,12,1/177,1/481,1/281
549,1681,6259,109.0%,32,21,1/118,1/196,1/298
550,-117,3570,98.9%,12,13,1/143,1/298,1/275
551,-1420,5574,91.5%,15,18,1/169,1/372,1/310
552,596,3288,106.0%,15,7,1/149,1/219,1/470
553,-302,3699,97.3%,12,10,1/168,1/308,1/370
554,-321,4553,97.6%,17,12,1/157,1/268,1/379
555,-198,5298,98.8%,18,18,1/147,1/294,1/294
556,143,4872,101.0%,22,10,1/152,1/221,1/487
557,1735,4673,112.4%,22,17,1/120,1/212,1/275
558,602,5546,103.6%,22,18,1/139,1/252,1/308
559,-386,2951,95.6%,9,8,1/174,1/328,1/369
560,748,5001,105.0%,22,14,1/139,1/227,1/357
561,-834,1267,78.1%,2,2,1/317,1/634,1/634
562,-668,2551,91.3%,8,4,1/213,1/319,1/638
563,-404,3977,96.6%,14,10,1/166,1/284,1/398
564,2127,7333,109.7%,33,31,1/115,1/222,1/237
565,268,5649,101.6%,19,18,1/153,1/297,1/314
587,-904,5729,94.7%,17,20,1/155,1/337,1/286
588,-1408,4215,88.9%,11,10,1/201,1/383,1/422
589,992,6769,104.9%,28,22,1/135,1/242,1/308
590,963,3965,108.1%,18,15,1/120,1/220,1/264
591,-851,4034,93.0%,14,5,1/212,1/288,1/807
592,122,3832,101.1%,16,9,1/153,1/240,1/426
593,-391,3610,96.4%,10,16,1/139,1/361,1/226
594,1615,6996,107.7%,29,26,1/127,1/241,1/269
595,-995,4384,92.4%,15,7,1/199,1/292,1/626
596,-272,4641,98.0%,18,8,1/179,1/258,1/580
597,-1810,3273,81.6%,8,4,1/273,1/409,1/818
598,486,4712,103.4%,20,12,1/147,1/236,1/393
599,-479,3711,95.7%,13,10,1/161,1/285,1/371
600,550,4890,103.7%,17,21,1/129,1/288,1/233
601,-1171,4372,91.1%,9,19,1/156,1/486,1/230
602,-2359,5519,85.8%,13,14,1/204,1/425,1/394
603,-1220,1806,77.5%,3,3,1/301,1/602,1/602
604,474,4718,103.3%,18,15,1/143,1/262,1/315
605,-1939,3227,80.0%,6,3,1/359,1/538,1/1076
606,-2134,6240,88.6%,19,7,1/240,1/328,1/891
671,-27,4173,99.8%,16,10,1/161,1/261,1/417
672,451,4683,103.2%,20,13,1/142,1/234,1/360
673,-885,1823,83.8%,4,5,1/203,1/456,1/365
674,3180,6611,116.0%,35,23,1/114,1/189,1/287
675,-284,4111,97.7%,13,15,1/147,1/316,1/274
676,216,5662,101.3%,23,14,1/153,1/246,1/404
677,-1164,2787,86.1%,7,6,1/214,1/398,1/465
678,-917,4116,92.6%,12,9,1/196,1/343,1/457
679,-866,5054,94.3%,14,20,1/149,1/361,1/253
680,1709,6212,109.2%,26,24,1/124,1/239,1/259
681,-381,962,86.8%,3,3,1/160,1/321,1/321
682,289,7133,101.4%,27,22,1/146,1/264,1/324
683,225,3450,102.2%,15,6,1/164,1/230,1/575
689,1389,8945,105.2%,37,35,1/124,1/242,1/256
690,-1020,2378,85.7%,5,7,1/198,1/476,1/340
691,-1437,3575,86.6%,8,10,1/199,1/447,1/358
692,-150,3836,98.7%,15,7,1/174,1/256,1/548
693,-423,3930,96.4%,16,8,1/164,1/246,1/491
694,1190,7531,105.3%,27,36,1/120,1/279,1/209
695,179,6893,100.9%,27,21,1/144,1/255,1/328
696,-641,2335,90.8%,5,10,1/156,1/467,1/234
697,440,6704,102.2%,27,19,1/146,1/248,1/353
698,-976,5585,94.2%,17,21,1/147,1/329,1/266
699,-474,1957,91.9%,7,3,1/196,1/280,1/652
700,284,4257,102.2%,17,10,1/158,1/250,1/426
701,367,3689,103.3%,17,9,1/142,1/217,1/410
