台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,710,6368,103.7,29,11,1/159,1/220,1/579
545,452,2786,105.4,13,6,1/147,1/214,1/464
546,-745,2059,87.9,6,2,1/257,1/343,1/1030
547,-604,1385,85.5,2,6,1/173,1/693,1/231
548,1595,5538,109.6,27,18,1/123,1/205,1/308
549,-651,3480,93.8,11,7,1/193,1/316,1/497
550,-298,866,88.5,2,4,1/144,1/433,1/217
551,1668,7916,107.0,34,30,1/124,1/233,1/264
552,-866,1967,85.3,4,7,1/179,1/492,1/281
553,-61,3665,99.4,13,11,1/153,1/282,1/333
554,1345,7074,106.3,30,25,1/129,1/236,1/283
555,-619,1755,88.2,4,5,1/195,1/439,1/351
556,-1280,5104,91.6,14,14,1/182,1/365,1/365
557,-496,646,74.4,1,1,1/323,1/646,1/646
558,-355,4126,97.1,14,13,1/153,1/295,1/317
559,-1104,1413,74.0,2,2,1/353,1/707,1/707
560,837,4897,105.7,22,13,1/140,1/223,1/377
561,51,1835,100.9,7,6,1/141,1/262,1/306
562,433,6736,102.1,26,25,1/132,1/259,1/269
563,-598,2503,92.0,6,9,1/167,1/417,1/278
564,-209,4639,98.5,16,15,1/150,1/290,1/309
565,-935,3381,90.8,10,6,1/211,1/338,1/564
587,-68,1659,98.6,7,3,1/166,1/237,1/553
588,1754,7018,108.3,29,35,1/110,1/242,1/201
589,314,641,116.3,4,1,1/128,1/160,1/641
590,1228,4745,108.6,22,12,1/140,1/216,1/395
591,502,4351,103.8,19,7,1/167,1/229,1/622
592,-135,3809,98.8,14,9,1/166,1/272,1/423
593,-1111,1368,72.9,2,2,1/342,1/684,1/684
594,780,6831,103.8,29,21,1/137,1/236,1/325
595,997,1312,125.3,8,4,1/109,1/164,1/328
596,1117,1966,118.9,13,6,1/103,1/151,1/328
597,1150,5675,106.8,25,17,1/135,1/227,1/334
598,598,2300,108.7,9,9,1/128,1/256,1/256
599,380,5514,102.3,20,18,1/145,1/276,1/306
600,-252,1347,93.8,4,3,1/192,1/337,1/449
601,481,2255,107.1,10,7,1/133,1/226,1/322
602,227,4763,101.6,20,13,1/144,1/238,1/366
603,-679,846,73.2,1,2,1/282,1/846,1/423
604,-855,3804,92.5,12,7,1/200,1/317,1/543
605,158,2372,102.2,10,8,1/132,1/237,1/297
606,1596,2842,118.7,16,7,1/124,1/178,1/406
671,-1357,2871,84.2,5,10,1/191,1/574,1/287
672,-442,1331,88.9,3,4,1/190,1/444,1/333
673,-867,3102,90.7,7,12,1/163,1/443,1/259
674,363,4053,103.0,16,14,1/135,1/253,1/290
675,-852,1305,78.2,2,2,1/326,1/653,1/653
676,107,3417,101.0,13,9,1/155,1/263,1/380
677,-564,664,71.7,1,0,1/664,1/664,-
678,-324,2857,96.2,10,9,1/150,1/286,1/317
679,18,3049,100.2,13,7,1/152,1/235,1/436
680,-467,2921,94.7,10,7,1/172,1/292,1/417
681,613,3732,105.5,17,9,1/144,1/220,1/415
682,-456,2476,93.9,9,2,1/225,1/275,1/1238
683,-1285,1297,67.0,1,1,1/649,1/1297,1/1297
689,4632,7033,122.0,42,24,1/107,1/167,1/293
690,479,2400,106.7,11,6,1/141,1/218,1/400
691,111,5558,100.7,19,22,1/136,1/293,1/253
692,-309,1392,92.6,3,5,1/174,1/464,1/278
693,854,4000,107.1,21,5,1/154,1/190,1/800
694,215,1366,105.2,7,2,1/152,1/195,1/683
695,-208,1937,96.4,7,5,1/161,1/277,1/387
696,1929,5108,112.6,24,18,1/122,1/213,1/284
697,-558,808,77.0,1,1,1/404,1/808,1/808
698,171,2278,102.5,10,6,1/142,1/228,1/380
699,-501,2496,93.3,9,3,1/208,1/277,1/832
700,-127,1679,97.5,5,6,1/153,1/336,1/280
701,-560,5115,96.4,15,22,1/138,1/341,1/233
平均,104,3232,101.1,12,9,1/148,1/259,1/345
