台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,592,6575,103%,30,13,1/153,1/219,1/506
545,1183,5200,107.6%,24,15,1/133,1/217,1/347
546,-496,4645,96.4%,15,20,1/133,1/310,1/232
547,-583,4280,95.5%,14,12,1/165,1/306,1/357
548,-1054,3025,88.4%,10,4,1/216,1/303,1/756
549,-1357,2164,79.1%,4,3,1/309,1/541,1/721
550,-1440,1572,69.5%,2,2,1/393,1/786,1/786
551,-702,5083,95.4%,18,11,1/175,1/282,1/462
552,-193,2400,97.3%,10,4,1/171,1/240,1/600
553,-1073,4484,92%,11,15,1/172,1/408,1/299
554,-678,1225,81.6%,3,1,1/306,1/408,1/1225
555,2501,8510,109.8%,42,27,1/123,1/203,1/315
556,-138,1862,97.5%,6,7,1/143,1/310,1/266
557,-644,1258,82.9%,4,0,1/315,1/315,-
558,-173,4911,98.8%,20,11,1/158,1/246,1/446
559,-1194,2552,84.4%,5,8,1/196,1/510,1/319
560,-406,4055,96.7%,16,8,1/169,1/253,1/507
561,-119,5817,99.3%,20,21,1/142,1/291,1/277
562,2615,8093,110.8%,31,42,1/111,1/261,1/193
563,-1318,1290,65.9%,0,3,1/430,-,1/430
564,-861,4040,92.9%,13,8,1/192,1/311,1/505
565,-1703,2523,77.5%,4,6,1/252,1/631,1/421
587,-328,5581,98%,18,20,1/147,1/310,1/279
588,-644,615,65.1%,0,2,1/308,-,1/308
589,1331,6662,106.7%,33,13,1/145,1/202,1/512
590,162,6336,100.9%,20,28,1/132,1/317,1/226
591,21,6362,100.1%,24,21,1/141,1/265,1/303
592,-1191,1758,77.4%,3,2,1/352,1/586,1/879
593,-485,2855,94.3%,10,5,1/190,1/286,1/571
594,-222,4063,98.2%,15,11,1/156,1/271,1/369
595,-502,5326,96.9%,18,15,1/161,1/296,1/355
596,-621,1245,83.4%,2,5,1/178,1/623,1/249
597,-258,4793,98.2%,16,17,1/145,1/300,1/282
598,2826,6704,114.1%,35,23,1/116,1/192,1/291
599,-625,1061,80.4%,3,0,1/354,1/354,-
600,-1102,1691,78.3%,4,0,1/423,1/423,-
601,-998,2890,88.5%,9,3,1/241,1/321,1/963
602,-1407,1909,75.4%,3,2,1/382,1/636,1/955
603,-923,3520,91.3%,12,5,1/207,1/293,1/704
604,-885,2335,87.4%,5,5,1/234,1/467,1/467
605,-919,3795,91.9%,11,12,1/165,1/345,1/316
606,233,6894,101.1%,25,21,1/150,1/276,1/328
671,-386,3460,96.3%,12,9,1/165,1/288,1/384
672,1173,6675,105.9%,25,29,1/124,1/267,1/230
673,3033,7701,113.1%,36,34,1/110,1/214,1/227
674,-463,2549,93.9%,7,7,1/182,1/364,1/364
675,-843,3104,90.9%,12,2,1/222,1/259,1/1552
676,-699,6122,96.2%,20,15,1/175,1/306,1/408
677,-239,1808,95.6%,6,5,1/164,1/301,1/362
678,-157,5422,99%,19,15,1/159,1/285,1/361
679,-759,1435,82.4%,2,5,1/205,1/718,1/287
680,322,6204,101.7%,23,23,1/135,1/270,1/270
681,-421,1103,87.3%,4,0,1/276,1/276,-
682,-488,2663,93.9%,10,6,1/166,1/266,1/444
683,-40,7382,99.8%,27,23,1/148,1/273,1/321
689,-696,5022,95.4%,16,10,1/193,1/314,1/502
690,-316,2675,96.1%,9,5,1/191,1/297,1/535
691,-1054,3618,90.3%,11,8,1/190,1/329,1/452
692,-717,2462,90.3%,8,4,1/205,1/308,1/616
693,-1707,4126,86.2%,12,6,1/229,1/344,1/688
694,-1490,2180,77.2%,2,8,1/218,1/1090,1/273
695,-1761,1733,66.1%,1,2,1/578,1/1733,1/867
696,-86,4762,99.4%,19,10,1/164,1/251,1/476
697,-1248,3891,89.3%,11,5,1/243,1/354,1/778
698,1597,4331,112.3%,17,25,1/103,1/255,1/173
699,-1142,5526,93.1%,14,22,1/154,1/395,1/251
700,-920,1662,81.5%,3,3,1/277,1/554,1/554
701,-2,4945,100%,17,17,1/145,1/291,1/291
平均,-342,3890,97.1%,13,11,1/159,1/290,1/353
