台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1028,3860,91.1%,12,6,1/214,1/322,1/643
545,202,6268,101.1%,22,27,1/128,1/285,1/232
546,404,2371,105.7%,9,11,1/119,1/263,1/216
547,-197,4701,98.6%,15,16,1/152,1/313,1/294
548,-962,878,63.5%,0,2,1/439,-,1/439
549,-550,3794,95.2%,10,12,1/172,1/379,1/316
550,-1073,1048,65.9%,1,1,1/524,1/1048,1/1048
551,-307,5566,98.2%,19,18,1/150,1/293,1/309
552,-433,770,81.3%,1,1,1/385,1/770,1/770
553,-879,4844,94%,14,18,1/151,1/346,1/269
554,-1428,2228,78.6%,2,6,1/279,1/1114,1/371
555,-185,1691,96.4%,5,7,1/141,1/338,1/242
556,-132,7079,99.4%,27,23,1/142,1/262,1/308
557,-72,845,97.2%,3,2,1/169,1/282,1/423
558,2773,7036,113.1%,33,28,1/115,1/213,1/251
559,2685,5336,116.8%,26,26,1/103,1/205,1/205
560,173,936,106.2%,4,1,1/187,1/234,1/936
561,2155,7231,109.9%,32,29,1/119,1/226,1/249
562,-327,724,84.9%,2,1,1/241,1/362,1/724
563,81,440,106.1%,2,1,1/147,1/220,1/440
564,4539,9372,116.1%,42,50,1/102,1/223,1/187
565,-21,1425,99.5%,7,3,1/143,1/204,1/475
587,-515,3046,94.4%,8,13,1/145,1/381,1/234
588,-349,1972,94.1%,6,5,1/179,1/329,1/394
589,-1669,6308,91.2%,20,12,1/197,1/315,1/526
590,-592,925,78.7%,1,2,1/308,1/925,1/463
591,-261,2391,96.4%,7,9,1/149,1/342,1/266
592,-472,1382,88.6%,3,3,1/230,1/461,1/461
593,226,2566,102.9%,10,6,1/160,1/257,1/428
594,3279,7846,113.9%,39,32,1/111,1/201,1/245
595,-905,2228,86.5%,5,6,1/203,1/446,1/371
596,-1136,3266,88.4%,8,8,1/204,1/408,1/408
597,-138,3387,98.6%,12,11,1/147,1/282,1/308
598,242,2948,102.7%,12,7,1/155,1/246,1/421
599,1398,5492,108.5%,26,13,1/141,1/211,1/422
600,-250,3711,97.8%,14,9,1/161,1/265,1/412
601,259,1547,105.6%,7,3,1/155,1/221,1/516
602,131,6672,100.7%,23,22,1/148,1/290,1/303
603,-509,2220,92.4%,6,6,1/185,1/370,1/370
604,-6,6355,100%,21,24,1/141,1/303,1/265
605,1774,4844,112.2%,22,24,1/105,1/220,1/202
606,531,4651,103.8%,20,14,1/137,1/233,1/332
671,-303,6093,98.3%,22,19,1/149,1/277,1/321
672,-200,909,92.7%,4,2,1/152,1/227,1/455
673,168,4045,101.4%,13,16,1/139,1/311,1/253
674,261,1760,104.9%,8,5,1/135,1/220,1/352
675,867,2800,110.3%,13,10,1/122,1/215,1/280
676,-426,1094,87%,4,0,1/274,1/274,-
677,-787,819,68%,0,2,1/410,-,1/410
678,-57,5288,99.6%,18,18,1/147,1/294,1/294
679,-565,884,78.7%,1,2,1/295,1/884,1/442
680,-822,1572,82.6%,3,4,1/225,1/524,1/393
681,-1395,4649,90%,14,9,1/202,1/332,1/517
682,-334,1373,91.9%,5,3,1/172,1/275,1/458
683,-1015,5915,94.3%,17,14,1/191,1/348,1/423
689,-674,6055,96.3%,20,19,1/155,1/303,1/319
690,-206,849,91.9%,2,2,1/212,1/425,1/425
691,-79,2665,99%,9,11,1/133,1/296,1/242
692,-481,1710,90.6%,4,5,1/190,1/428,1/342
693,-803,1109,75.9%,2,0,1/555,1/555,-
694,-684,1237,81.6%,2,3,1/247,1/619,1/412
695,47,1706,100.9%,8,0,1/213,1/213,-
696,1685,7527,107.5%,31,29,1/125,1/243,1/260
697,44,3139,100.5%,12,8,1/157,1/262,1/392
698,1085,2558,114.1%,14,7,1/122,1/183,1/365
699,1178,4583,108.6%,19,21,1/115,1/241,1/218
700,-66,4583,99.5%,16,17,1/139,1/286,1/270
701,-313,533,80.4%,1,2,1/178,1/533,1/267
