台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,1703,7730,107.3%,31,28,1/131,1/249,1/276
545,-523,7566,97.7%,22,30,1/146,1/344,1/252
546,261,4206,102.1%,17,11,1/150,1/247,1/382
547,465,5371,102.9%,18,20,1/141,1/298,1/269
548,-466,1115,86.1%,2,2,1/279,1/558,1/558
549,-56,8113,99.8%,26,36,1/131,1/312,1/225
550,-290,1128,91.4%,4,0,1/282,1/282,-
551,1515,6187,108.2%,27,18,1/137,1/229,1/344
552,326,3035,103.6%,13,8,1/145,1/233,1/379
553,-749,5809,95.7%,17,19,1/161,1/342,1/306
554,-1389,3512,86.8%,9,6,1/234,1/390,1/585
555,-705,2891,91.9%,9,6,1/193,1/321,1/482
556,-441,2168,93.2%,8,4,1/181,1/271,1/542
557,-287,5272,98.2%,18,16,1/155,1/293,1/330
558,-843,2204,87.3%,5,6,1/200,1/441,1/367
559,-900,5654,94.7%,17,19,1/157,1/333,1/298
560,-770,3958,93.5%,13,9,1/180,1/304,1/440
561,1883,6761,109.3%,32,24,1/121,1/211,1/282
562,1085,6977,105.2%,25,36,1/114,1/279,1/194
563,-920,1455,78.9%,2,5,1/208,1/728,1/291
564,-1002,6887,95.2%,22,17,1/177,1/313,1/405
565,-967,1195,73%,2,0,1/598,1/598,-
587,896,7202,104.1%,28,25,1/136,1/257,1/288
588,-152,2537,98%,8,10,1/141,1/317,1/254
589,267,3026,102.9%,13,7,1/151,1/233,1/432
590,888,6068,104.9%,24,21,1/135,1/253,1/289
591,4419,8083,118.2%,41,43,1/96,1/197,1/188
592,190,2255,102.8%,7,11,1/125,1/322,1/205
593,1863,5338,111.6%,26,19,1/119,1/205,1/281
594,-1056,4872,92.8%,14,15,1/168,1/348,1/325
595,-65,2977,99.3%,11,9,1/149,1/271,1/331
596,379,6303,102%,28,14,1/150,1/225,1/450
597,-902,1344,77.6%,2,4,1/224,1/672,1/336
598,-650,4208,94.9%,14,9,1/183,1/301,1/468
599,86,3363,100.9%,12,10,1/153,1/280,1/336
600,-2534,5302,84.1%,10,14,1/221,1/530,1/379
601,-498,2099,92.1%,7,3,1/210,1/300,1/700
602,-945,3699,91.5%,12,6,1/206,1/308,1/617
603,-1570,4844,89.2%,11,17,1/173,1/440,1/285
604,-490,2474,93.4%,7,8,1/165,1/353,1/309
605,1275,6892,106.2%,30,25,1/125,1/230,1/276
606,-1126,3796,90.1%,12,4,1/237,1/316,1/949
671,-926,2463,87.5%,6,5,1/224,1/411,1/493
672,-1372,3275,86%,9,4,1/252,1/364,1/819
673,-587,1382,85.8%,4,1,1/276,1/346,1/1382
674,-523,5263,96.7%,17,16,1/159,1/310,1/329
675,-49,2288,99.3%,9,5,1/163,1/254,1/458
676,778,5714,104.5%,27,14,1/139,1/212,1/408
677,-696,1208,80.8%,2,2,1/302,1/604,1/604
678,1068,6132,105.8%,26,17,1/143,1/236,1/361
679,-716,2013,88.1%,6,4,1/201,1/336,1/503
680,-1392,5361,91.3%,14,16,1/179,1/383,1/335
681,1327,6432,106.9%,28,25,1/121,1/230,1/257
682,3679,7708,115.9%,39,32,1/109,1/198,1/241
683,-551,1645,88.8%,4,4,1/206,1/411,1/411
689,-453,1307,88.4%,4,1,1/261,1/327,1/1307
690,3415,8189,113.9%,41,29,1/117,1/200,1/282
691,0,3669,100%,12,15,1/136,1/306,1/245
692,1066,6652,105.3%,28,20,1/139,1/238,1/333
693,-211,1472,95.2%,4,4,1/184,1/368,1/368
694,1362,5527,108.2%,27,14,1/135,1/205,1/395
695,-740,1177,79%,3,1,1/294,1/392,1/1177
696,-868,1306,77.8%,2,3,1/261,1/653,1/435
697,-874,3225,91%,8,9,1/190,1/403,1/358
698,-573,2833,93.3%,9,7,1/177,1/315,1/405
699,-900,2421,87.6%,7,4,1/220,1/346,1/605
700,120,2674,101.5%,10,7,1/157,1/267,1/382
701,2637,6499,113.5%,37,16,1/123,1/176,1/406
平均,18,4172,100.1%,15,13,1/149,1/273,1/326
