台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,2169,7323,109.9%,35,21,1/131,1/209,1/349
545,1157,4814,108%,23,14,1/130,1/209,1/344
546,728,2056,111.8%,11,4,1/137,1/187,1/514
547,-821,3589,92.4%,10,10,1/179,1/359,1/359
548,-641,2440,91.2%,7,6,1/188,1/349,1/407
549,2236,5897,112.6%,29,23,1/113,1/203,1/256
550,785,4119,106.4%,18,11,1/142,1/229,1/374
551,-575,2316,91.7%,8,4,1/193,1/290,1/579
552,-392,3692,96.5%,12,11,1/161,1/308,1/336
553,-222,802,90.8%,3,0,1/267,1/267,-
554,1365,7759,105.9%,31,26,1/136,1/250,1/298
555,168,2460,102.3%,9,6,1/164,1/273,1/410
556,-51,4664,99.6%,20,8,1/167,1/233,1/583
557,-903,1752,82.8%,5,2,1/250,1/350,1/876
558,416,4033,103.4%,18,6,1/168,1/224,1/672
559,1167,4241,109.2%,22,10,1/133,1/193,1/424
560,-655,961,77.3%,1,3,1/240,1/961,1/320
561,-948,4221,92.5%,10,14,1/176,1/422,1/302
562,-1227,5162,92.1%,13,18,1/167,1/397,1/287
563,163,6028,100.9%,21,28,1/123,1/287,1/215
564,1103,7076,105.2%,26,32,1/122,1/272,1/221
565,765,4481,105.7%,20,14,1/132,1/224,1/320
587,2222,5822,112.7%,30,17,1/124,1/194,1/342
588,-633,963,78.1%,2,1,1/321,1/482,1/963
589,655,3461,106.3%,17,7,1/144,1/204,1/494
590,-75,4777,99.5%,16,17,1/145,1/299,1/281
591,1528,4441,111.5%,22,15,1/120,1/202,1/296
592,-149,726,93.2%,3,1,1/182,1/242,1/726
593,2242,5643,113.2%,26,28,1/105,1/217,1/202
594,3184,7229,114.7%,33,40,1/99,1/219,1/181
595,-373,1272,90.2%,3,4,1/182,1/424,1/318
596,1320,7580,105.8%,31,29,1/126,1/245,1/261
597,-358,279,57.2%,0,0,-,-,-
598,-1049,3365,89.6%,10,9,1/177,1/337,1/374
599,-629,1496,86%,2,6,1/187,1/748,1/249
600,1085,6949,105.2%,27,35,1/112,1/257,1/199
601,1096,4670,107.8%,20,18,1/123,1/234,1/259
602,252,5593,101.5%,21,22,1/130,1/266,1/254
603,591,3560,105.5%,17,4,1/170,1/209,1/890
604,-870,4077,92.9%,11,12,1/177,1/371,1/340
605,659,6251,103.5%,27,19,1/136,1/232,1/329
606,802,5831,104.6%,25,21,1/127,1/233,1/278
671,-332,316,65%,0,1,1/316,-,1/316
672,2713,8260,110.9%,34,41,1/110,1/243,1/201
673,-823,1050,73.9%,1,3,1/263,1/1050,1/350
674,1453,8209,105.9%,32,35,1/123,1/257,1/235
675,-1157,1331,71%,1,3,1/333,1/1331,1/444
676,-558,4992,96.3%,18,10,1/178,1/277,1/499
677,-979,1208,73%,1,1,1/604,1/1208,1/1208
678,-440,3999,96.3%,13,12,1/160,1/308,1/333
679,26,2007,100.4%,7,7,1/143,1/287,1/287
680,-939,2119,85.2%,4,5,1/235,1/530,1/424
681,691,6600,103.5%,23,31,1/122,1/287,1/213
682,-472,1191,86.8%,3,3,1/199,1/397,1/397
683,2238,6302,111.8%,32,21,1/119,1/197,1/300
689,1540,6671,107.7%,29,23,1/128,1/230,1/290
690,-680,3535,93.6%,9,15,1/147,1/393,1/236
691,992,7423,104.5%,29,30,1/126,1/256,1/247
692,92,2394,101.3%,10,2,1/200,1/239,1/1197
693,967,4343,107.4%,22,11,1/132,1/197,1/395
694,-496,343,51.8%,0,0,-,-,-
695,-1199,2680,85.1%,6,8,1/191,1/447,1/335
696,92,1774,101.7%,8,2,1/177,1/222,1/887
697,96,3636,100.9%,12,12,1/152,1/303,1/303
698,144,4536,101.1%,19,12,1/146,1/239,1/378
699,-171,1957,97.1%,8,2,1/196,1/245,1/979
700,-1192,1223,67.5%,1,1,1/612,1/1223,1/1223
701,-41,4627,99.7%,17,13,1/154,1/272,1/356
平均,277,3921,102.4%,15,13,1/139,1/258,1/303
