台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-475,6560,97.6%,28,7,1/187,1/234,1/937
545,-1610,4670,88.5%,14,10,1/195,1/334,1/467
546,-297,928,89.3%,3,0,1/309,1/309,-
547,33,6909,100.2%,26,18,1/157,1/266,1/384
548,-872,2801,89.6%,7,8,1/187,1/400,1/350
549,1299,7856,105.5%,30,31,1/129,1/262,1/253
550,570,4064,104.7%,16,13,1/140,1/254,1/313
551,-1364,2282,80.1%,5,4,1/254,1/456,1/571
552,281,3998,102.3%,18,9,1/148,1/222,1/444
553,150,6478,100.8%,27,14,1/158,1/240,1/463
554,-720,2062,88.4%,6,6,1/172,1/344,1/344
555,-321,8160,98.7%,28,27,1/148,1/291,1/302
556,-459,1819,91.6%,5,4,1/202,1/364,1/455
557,1033,5776,106%,25,16,1/141,1/231,1/361
558,-943,2621,88%,8,4,1/218,1/328,1/655
559,1254,6455,106.5%,29,18,1/137,1/223,1/359
560,-496,5109,96.8%,18,17,1/146,1/284,1/301
561,-673,1216,81.6%,2,2,1/304,1/608,1/608
562,862,4656,106.2%,24,7,1/150,1/194,1/665
563,1266,5647,107.5%,23,22,1/125,1/246,1/257
564,-630,1821,88.5%,6,2,1/228,1/304,1/911
565,1043,6458,105.4%,27,21,1/135,1/239,1/308
587,-586,5332,96.3%,18,16,1/157,1/296,1/333
588,-293,2740,96.4%,11,3,1/196,1/249,1/913
589,112,3532,101.1%,12,10,1/161,1/294,1/353
590,3088,8863,111.6%,42,33,1/118,1/211,1/269
591,-375,4195,97%,15,9,1/175,1/280,1/466
592,1355,5663,108%,27,16,1/132,1/210,1/354
593,-562,3263,94.3%,10,8,1/181,1/326,1/408
594,961,5923,105.4%,27,15,1/141,1/219,1/395
595,-708,1662,85.8%,4,4,1/208,1/416,1/416
596,1738,6320,109.2%,29,21,1/126,1/218,1/301
597,-1496,4556,89.1%,11,13,1/190,1/414,1/350
598,530,6013,102.9%,24,16,1/150,1/251,1/376
599,-418,1321,89.5%,5,0,1/264,1/264,-
600,-145,3513,98.6%,12,6,1/195,1/293,1/586
601,-284,3313,97.1%,11,9,1/166,1/301,1/368
602,-740,2726,91%,8,5,1/210,1/341,1/545
603,379,7643,101.7%,33,20,1/144,1/232,1/382
604,21,2775,100.3%,10,9,1/146,1/278,1/308
605,-955,5351,94.1%,13,23,1/149,1/412,1/233
606,-1901,4503,85.9%,10,11,1/214,1/450,1/409
671,-574,2092,90.9%,7,5,1/174,1/299,1/418
672,-298,4372,97.7%,14,13,1/162,1/312,1/336
673,-1170,6714,94.2%,23,14,1/181,1/292,1/480
674,19,4843,100.1%,19,9,1/173,1/255,1/538
675,-28,1379,99.3%,6,2,1/172,1/230,1/690
676,-256,3970,97.9%,14,9,1/173,1/284,1/441
677,-1617,7039,92.3%,20,20,1/176,1/352,1/352
678,63,3167,100.7%,12,11,1/138,1/264,1/288
679,-276,2709,96.6%,10,6,1/169,1/271,1/452
680,-267,5342,98.3%,17,19,1/148,1/314,1/281
681,-1092,6336,94.3%,19,17,1/176,1/333,1/373
682,-296,2831,96.5%,10,5,1/189,1/283,1/566
683,-925,5477,94.4%,17,14,1/177,1/322,1/391
689,-1675,4433,87.4%,11,13,1/185,1/403,1/341
690,2070,6411,110.8%,31,18,1/131,1/207,1/356
691,633,5574,103.8%,23,19,1/133,1/242,1/293
692,-387,1394,90.7%,5,0,1/279,1/279,-
693,1332,6974,106.4%,31,24,1/127,1/225,1/291
694,650,2647,108.2%,14,3,1/156,1/189,1/882
695,-564,5251,96.4%,19,12,1/169,1/276,1/438
696,-174,3034,98.1%,11,6,1/178,1/276,1/506
697,-1085,2770,86.9%,7,5,1/231,1/396,1/554
698,-628,3410,93.9%,11,5,1/213,1/310,1/682
699,-650,2049,89.4%,5,5,1/205,1/410,1/410
700,-669,1559,85.7%,3,4,1/223,1/520,1/390
701,218,7093,101%,25,27,1/136,1/284,1/263
