台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-981,6732,95.1%,22,18,1/168,1/306,1/374
545,0,2890,100.0%,11,9,1/145,1/263,1/321
546,157,1984,102.6%,10,1,1/180,1/198,1/1984
547,91,4729,100.6%,16,16,1/148,1/296,1/296
548,-237,2149,96.3%,8,3,1/195,1/269,1/716
549,675,5151,104.4%,20,20,1/129,1/258,1/258
550,-1424,3412,86.1%,9,7,1/213,1/379,1/487
551,4985,8988,118.5%,46,43,1/101,1/195,1/209
552,-103,2806,98.8%,8,14,1/128,1/351,1/200
553,-790,2011,86.9%,5,6,1/183,1/402,1/335
554,-20,3339,99.8%,10,13,1/145,1/334,1/257
555,2975,7568,113.1%,38,28,1/115,1/199,1/270
556,1014,4825,107.0%,19,20,1/124,1/254,1/241
557,-661,702,68.6%,1,0,1/702,1/702,-
558,-203,3713,98.2%,13,13,1/143,1/286,1/286
559,-568,1866,89.9%,5,5,1/187,1/373,1/373
560,-564,2119,91.1%,6,5,1/193,1/353,1/424
561,-516,1928,91.1%,5,5,1/193,1/386,1/386
562,308,6577,101.6%,24,24,1/137,1/274,1/274
563,626,6155,103.4%,23,27,1/123,1/268,1/228
564,-844,2649,89.4%,6,7,1/204,1/442,1/378
565,381,4831,102.6%,19,13,1/151,1/254,1/372
587,-144,4088,98.8%,14,15,1/141,1/292,1/273
588,-1491,2427,79.5%,4,6,1/243,1/607,1/405
589,-881,5027,94.2%,14,18,1/157,1/359,1/279
590,-733,2536,90.4%,7,5,1/211,1/362,1/507
591,2025,8659,107.8%,34,40,1/117,1/255,1/216
592,-704,656,64.2%,1,0,1/656,1/656,-
593,122,4424,100.9%,14,19,1/134,1/316,1/233
594,-369,874,85.9%,2,2,1/219,1/437,1/437
595,-943,2768,88.6%,7,7,1/198,1/395,1/395
596,-1456,1828,73.5%,1,3,1/457,1/1828,1/609
597,1450,4826,110.0%,22,16,1/127,1/219,1/302
598,467,5218,103.0%,22,14,1/145,1/237,1/373
599,-417,1328,89.5%,4,3,1/190,1/332,1/443
600,-311,1926,94.6%,7,3,1/193,1/275,1/642
601,-663,3062,92.8%,10,8,1/170,1/306,1/383
602,-218,5931,98.8%,20,19,1/152,1/297,1/312
603,-1234,2419,83.0%,4,8,1/202,1/605,1/302
604,-315,4310,97.6%,13,17,1/144,1/332,1/254
605,-946,1525,79.3%,2,4,1/254,1/763,1/381
606,-227,4028,98.1%,15,10,1/161,1/269,1/403
671,-137,3600,98.7%,13,11,1/150,1/277,1/327
672,1954,8524,107.6%,31,42,1/117,1/275,1/203
673,-546,1994,90.9%,7,4,1/181,1/285,1/499
674,-598,5929,96.6%,19,18,1/160,1/312,1/329
675,391,3836,103.4%,16,11,1/142,1/240,1/349
676,0,6315,100.0%,27,9,1/175,1/234,1/702
677,-516,1328,87.0%,4,1,1/266,1/332,1/1328
678,-936,1542,79.8%,2,2,1/386,1/771,1/771
679,102,2720,101.3%,10,6,1/170,1/272,1/453
680,780,3909,106.7%,19,5,1/163,1/206,1/782
681,-13,4568,99.9%,17,15,1/143,1/269,1/305
682,-178,387,84.7%,1,0,1/387,1/387,-
683,2498,7317,111.4%,36,23,1/124,1/203,1/318
689,2054,5242,113.1%,28,16,1/119,1/187,1/328
690,-514,1089,84.3%,3,1,1/272,1/363,1/1089
691,-478,2207,92.8%,8,2,1/221,1/276,1/1104
692,-1426,2729,82.6%,4,10,1/195,1/682,1/273
693,-1657,2865,80.7%,6,6,1/239,1/478,1/478
694,-155,4388,98.8%,16,12,1/157,1/274,1/366
695,521,4192,104.1%,16,13,1/145,1/262,1/322
696,-510,5092,96.7%,14,23,1/138,1/364,1/221
697,263,3148,102.8%,14,7,1/150,1/225,1/450
698,3008,6461,115.5%,31,29,1/108,1/208,1/223
699,2419,6063,113.3%,34,12,1/132,1/178,1/505
700,-101,4195,99.2%,14,15,1/145,1/300,1/280
701,-1392,2451,81.1%,5,4,1/272,1/490,1/613
