台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,-1848,2136,71.2,2,4,1/356,1/1068,1/534
545,-23,5487,99.9,22,11,1/166,1/249,1/499
546,-403,3115,95.7,11,6,1/183,1/283,1/519
547,-146,572,91.5,2,1,1/191,1/286,1/572
548,182,8226,100.7,28,35,1/131,1/294,1/235
549,-517,747,76.9,1,2,1/249,1/747,1/374
550,514,2525,106.8,11,5,1/158,1/230,1/505
551,-293,1383,92.9,5,1,1/231,1/277,1/1383
552,-86,4482,99.4,17,10,1/166,1/264,1/448
553,-242,1193,93.2,3,4,1/170,1/398,1/298
554,-2258,3356,77.6,5,6,1/305,1/671,1/559
555,-104,6398,99.5,25,13,1/168,1/256,1/492
556,-416,2190,93.7,7,4,1/199,1/313,1/548
557,-1314,1811,75.8,2,4,1/302,1/906,1/453
558,-229,4329,98.2,15,13,1/155,1/289,1/333
559,281,1213,107.7,7,0,1/173,1/173,-
560,875,7685,103.8,35,16,1/151,1/220,1/480
561,0,2368,100.0,8,7,1/158,1/296,1/338
562,1879,3464,118.1,21,9,1/115,1/165,1/385
563,-877,1995,85.3,6,5,1/181,1/333,1/399
564,625,4483,104.6,18,20,1/118,1/249,1/224
565,-603,3912,94.9,10,16,1/150,1/391,1/245
587,-297,6328,98.4,22,20,1/151,1/288,1/316
588,-484,2553,93.7,10,2,1/213,1/255,1/1277
589,-250,1335,93.8,5,1,1/223,1/267,1/1335
590,2569,5700,115.0,31,15,1/124,1/184,1/380
591,1014,5977,105.7,22,30,1/115,1/272,1/199
592,-581,1881,89.7,5,5,1/188,1/376,1/376
593,-785,4216,93.8,11,15,1/162,1/383,1/281
594,-651,2178,90.0,5,7,1/182,1/436,1/311
595,-1305,5373,91.9,16,14,1/179,1/336,1/384
596,-183,2039,97.0,7,6,1/157,1/291,1/340
597,-239,2424,96.7,9,4,1/186,1/269,1/606
598,-781,4353,94.0,16,12,1/155,1/272,1/363
599,-470,4076,96.2,11,16,1/151,1/371,1/255
600,-229,1814,95.8,5,6,1/165,1/363,1/302
601,-363,927,86.9,2,2,1/232,1/464,1/464
602,4417,8442,117.4,39,46,1/99,1/216,1/184
603,-229,601,87.3,2,1,1/200,1/301,1/601
604,957,5069,106.3,22,13,1/145,1/230,1/390
605,386,2583,105.0,12,7,1/136,1/215,1/369
606,-1039,2208,84.3,6,2,1/276,1/368,1/1104
671,-1227,3689,88.9,12,7,1/194,1/307,1/527
672,1208,2169,118.6,14,3,1/128,1/155,1/723
673,-1068,1311,72.8,2,0,1/656,1/656,-
674,-937,2396,87.0,6,4,1/240,1/399,1/599
675,958,6866,104.7,26,31,1/120,1/264,1/221
676,-321,886,87.9,2,3,1/177,1/443,1/295
677,734,6600,103.7,25,29,1/122,1/264,1/228
678,-520,660,73.7,1,2,1/220,1/660,1/330
679,250,3870,102.2,16,10,1/149,1/242,1/387
680,-822,2814,90.3,8,5,1/216,1/352,1/563
681,509,2478,106.8,12,6,1/138,1/207,1/413
682,3207,6945,115.4,41,18,1/118,1/169,1/386
683,-288,1351,92.9,4,1,1/270,1/338,1/1351
689,-913,4095,92.6,16,7,1/178,1/256,1/585
690,-300,977,89.8,3,1,1/244,1/326,1/977
691,883,4848,106.1,23,11,1/143,1/211,1/441
692,-491,782,79.1,2,0,1/391,1/391,-
693,-52,5607,99.7,24,8,1/175,1/234,1/701
694,-157,745,93.0,3,1,1/186,1/248,1/745
695,1791,4610,113.0,23,17,1/115,1/200,1/271
696,-117,1343,97.1,4,4,1/168,1/336,1/336
697,3123,6033,117.3,34,20,1/112,1/177,1/302
698,-179,1069,94.4,5,0,1/214,1/214,-
699,-396,3327,96.0,12,8,1/166,1/277,1/416
700,262,1377,106.3,7,1,1/172,1/197,1/1377
701,-491,3172,94.8,11,6,1/187,1/288,1/529
平均,16,3282,100.2,13,9,1/151,1/261,1/361
